,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114168660,27,39,32,34,51,29
LOC114168661,0,0,0,10,0,8
LOC114168380,6,2,1,15,4,17
LOC114169435,0,0,0,0,0,0
LOC114169438,0,0,0,0,0,1
LOC114169439,0,0,0,0,0,0
LOC114168321,3,2,0,12,4,24
LOC114168317,70,96,68,62,48,88
LOC114168322,0,0,0,0,2,0
LOC114168318,2353,1502,1153,1580,1445,1603
LOC114168323,0,1,0,39,2,53
LOC114168330,67,45,20,14,50,18
LOC114168331,0,0,0,101,1,34
LOC114169445,0,0,0,0,0,0
LOC114169446,1,0,3,0,0,0
LOC114169447,2,4,9,8,8,12
LOC114168883,0,0,0,0,0,0
LOC114169127,135,118,171,92,72,92
LOC114170603,1,4,2,1,7,6
LOC114168767,0,0,0,0,0,0
LOC114168766,0,0,0,0,0,0
LOC114168212,20,37,10,36,92,0
LOC114170092,297,226,234,218,200,258
LOC114170552,0,0,0,0,0,0
LOC114170533,0,0,0,0,0,0
LOC114168236,0,0,0,0,0,0
LOC114168770,96,51,76,25,34,27
LOC114169715,200,157,188,243,234,246
TRNAL-CAA_16,0,0,0,0,0,0
TRNAL-CAA_17,0,0,0,0,0,0
TRNAL-CAA_18,0,0,0,0,0,0
LOC114170449,0,0,0,0,3,11
LOC114168796,0,0,0,1,30,246
LOC114168795,0,0,0,0,3,52
LOC114169449,0,0,0,0,0,0
LOC114169998,45,33,60,22,23,9
LOC114170520,42,23,23,64,31,62
LOC114168588,12,8,2,10,8,18
LOC114169710,144,148,208,287,204,258
LOC114168327,49,33,42,35,65,55
LOC114169611,120,123,119,64,144,88
LOC114168290,146,140,124,73,176,126
LOC114168616,0,0,2,0,6,2
LOC114170719,125,98,91,92,106,151
LOC114169451,0,0,0,0,0,0
LOC114169452,0,0,0,0,0,0
LOC114168277,0,0,0,0,0,0
LOC114169201,184,162,108,135,146,128
LOC114170002,4,12,2,37,18,15
LOC114168447,0,0,0,0,0,0
LOC114169453,0,0,0,0,0,0
LOC114168265,0,0,0,0,0,0
LOC114168207,0,0,0,0,0,0
LOC114169569,14,95,12,40,205,60
LOC114168218,161,158,200,229,189,203
LOC114169355,126,139,101,122,138,120
LOC114169356,0,1,2,0,1,0
TRNAL-CAA_19,0,0,0,0,0,0
LOC114169965,183,102,194,111,150,93
LOC114169964,144,219,218,115,126,126
LOC114169941,60,59,107,61,45,67
LOC114168948,8,10,3,9,3,2
LOC114168950,98,86,95,103,112,117
LOC114168975,0,0,0,0,0,0
LOC114170637,0,0,0,8,6,4
LOC114168942,0,7,8,16,13,12
LOC114168857,1919,1248,2218,1202,1223,843
LOC114169456,0,0,0,0,0,0
LOC114170657,0,0,2,0,2,2
LOC114169158,146,123,239,56,98,85
LOC114169030,148,147,82,20,122,24
LOC114169040,296,227,394,333,170,221
LOC114169457,0,0,0,0,0,0
LOC114168997,22,9,29,12,8,21
LOC114169095,0,520,8,188,850,556
LOC114169098,0,23,0,0,0,0
LOC114170108,25,38,62,25,4,0
LOC114168526,386,173,205,413,231,174
LOC114169312,288,225,260,171,195,162
LOC114168961,0,0,0,0,0,0
LOC114170482,0,0,0,0,0,0
LOC114168903,0,0,0,0,0,0
LOC114168970,0,0,0,0,0,0
LOC114168326,0,0,0,0,0,0
LOC114168257,0,0,0,4,0,0
LOC114168992,0,0,0,0,0,0
LOC114169102,0,0,0,0,0,0
LOC114168412,0,0,0,0,0,0
LOC114168409,1,0,0,0,0,0
LOC114168284,1,2,2,6,2,0
LOC114170439,0,0,0,0,0,0
LOC114170661,0,0,0,0,0,0
LOC114169461,0,0,0,0,0,0
LOC114169960,0,0,0,0,0,0
LOC114168168,33,40,26,68,46,55
LOC114168213,852,689,629,720,1000,1013
LOC114169196,73,56,62,92,71,92
LOC114169198,36,39,34,209,66,409
LOC114169954,115,158,163,205,170,140
LOC114168892,37,46,25,27,12,32
LOC114169465,0,0,0,0,2,0
LOC114168960,178,170,111,123,164,151
LOC114169022,2,6,6,32,6,12
LOC114170627,260,270,145,261,241,262
LOC114169755,173,170,113,151,157,206
LOC114169466,0,0,0,0,0,0
LOC114168324,46,731,165,573,1159,308
LOC114169468,0,0,0,0,0,0
LOC114169553,639,510,574,730,512,671
LOC114170591,5,4,2,8,2,13
LOC114170590,335,254,285,455,305,491
LOC114169625,188,164,204,151,163,185
LOC114168973,5,5,6,9,10,10
LOC114168816,363,393,350,252,299,293
LOC114168390,1210,912,804,758,791,914
LOC114168389,13,2,2,4,6,18
LOC114169928,0,0,0,0,0,0
LOC114170110,0,0,0,0,0,0
LOC114170111,0,0,0,0,0,0
LOC114168520,130,72,112,126,97,136
LOC114169545,684,588,610,754,589,1176
LOC114168911,58,48,46,60,76,37
LOC114170730,169,169,97,101,141,121
LOC114168719,10,15,12,9,21,16
LOC114170113,0,0,0,0,0,0
LOC114168685,0,0,0,0,0,0
LOC114168304,386,232,267,190,131,181
LOC114168271,464,539,386,144,186,170
LOC114170115,0,0,0,0,0,0
LOC114168399,361,199,158,111,166,145
LOC114170116,0,0,0,0,0,0
LOC114169968,196,247,229,187,231,239
LOC114169898,118,101,52,88,63,74
LOC114170117,12,27,14,14,11,23
LOC114169949,487,596,543,677,747,650
TRNAE-CUC_20,0,0,0,0,0,0
LOC114170118,0,0,0,0,0,0
LOC114169623,598,698,470,531,640,757
LOC114170705,651,375,372,377,318,513
LOC114169783,238,194,159,197,216,228
TRNAG-GCC_35,0,0,0,0,0,0
LOC114168924,29,109,71,64,232,170
LOC114170058,0,0,0,0,0,1
LOC114170120,0,0,0,2,0,1
LOC114170121,0,0,0,0,0,0
LOC114170278,396,396,421,398,359,390
LOC114170122,0,0,0,0,0,0
LOC114170904,0,0,0,0,0,0
TRNAR-CCG_4,0,0,0,0,0,0
LOC114170686,0,0,0,0,0,0
LOC114169225,0,0,0,0,2,0
LOC114169239,0,0,0,0,0,0
LOC114169224,0,0,0,0,0,0
LOC114169229,41,41,34,63,21,39
LOC114169223,0,0,0,0,0,0
LOC114169236,39,27,31,18,12,18
LOC114169237,8,17,10,6,14,7
LOC114169238,0,0,0,2,1,0
LOC114170127,4,4,3,2,0,0
LOC114169232,24,46,19,10,21,26
LOC114170128,0,1,0,0,0,2
LOC114170130,0,0,0,0,0,0
LOC114169228,5,14,9,7,13,1
LOC114169235,115,85,157,36,58,71
TRNAL-CAA_20,0,0,0,0,0,0
LOC114169233,0,0,0,0,59,596
LOC114169226,0,4,2,0,4,6
LOC114169234,26,43,23,21,16,10
LOC114168194,90,98,71,42,69,33
LOC114170862,0,0,0,0,0,0
LOC114170863,0,0,0,0,0,0
LOC114168195,27,14,15,2,4,6
LOC114170674,11,8,3,8,10,9
LOC114170861,0,0,0,0,0,0
TRNAL-UAG_19,0,0,0,0,0,0
LOC114168733,25,6,2,12,30,10
LOC114170132,0,0,0,0,0,0
LOC114168702,324,355,358,263,276,345
LOC114168564,533,517,596,555,613,560
LOC114168904,57,47,62,76,21,62
LOC114168414,65,63,43,175,92,297
LOC114168142,73,83,54,55,54,77
LOC114170133,0,0,0,0,0,0
LOC114168126,111,70,62,197,127,137
LOC114168603,13,2,8,36,6,14
LOC114168817,314,343,252,202,488,359
LOC114170724,0,0,0,0,2,2
LOC114169825,263,275,252,299,324,370
LOC114170722,11438,7647,10262,5257,10353,8765
TRNAE-UUC_23,0,0,0,0,0,0
LOC114169048,16,18,20,14,12,30
LOC114170042,79,64,53,71,94,51
LOC114170522,0,0,0,0,0,0
LOC114168541,1086,500,275,180,244,185
LOC114170134,0,0,0,0,0,0
LOC114168988,20,32,19,477,61,541
LOC114168597,38,39,50,100,66,70
LOC114169271,17,6,20,124,32,70
LOC114169270,42,44,73,31,55,57
TRNAS-AGA_16,0,0,0,0,0,0
TRNAS-AGA_17,0,0,0,0,0,0
TRNAS-AGA_18,0,0,0,0,0,0
LOC114169486,584,548,629,657,760,1410
LOC114169488,70,53,65,38,49,28
LOC114169490,2,2,0,2,2,0
LOC114169489,162,150,170,151,126,235
LOC114168627,473,394,381,320,358,468
LOC114169777,225,231,227,181,232,173
LOC114168893,10,2,0,22,4,26
LOC114168802,18,22,20,58,2,34
LOC114168916,18,14,10,13,26,20
LOC114169734,307,266,241,365,262,444
LOC114169721,184,122,128,177,121,208
LOC114170693,2,2,0,0,0,0
LOC114170914,0,0,0,0,0,0
LOC114169793,35,48,26,82,46,91
LOC114168656,35,44,30,181,52,144
LOC114170135,0,0,0,0,0,0
LOC114170137,0,0,0,0,0,0
LOC114168139,13,12,12,55,10,96
LOC114170525,0,0,0,2,0,8
LOC114168309,1041,1355,1581,1446,1723,1837
LOC114169922,4,10,10,248,20,225
LOC114169924,0,2,0,11,8,22
LOC114170138,0,0,0,0,0,0
LOC114168487,573,673,725,911,702,1306
LOC114170139,0,0,0,0,0,0
LOC114168485,414,332,346,284,267,323
LOC114168488,10,18,13,30,18,37
LOC114168489,2,1,0,0,0,2
LOC114168910,0,0,0,0,0,2
LOC114170478,0,0,0,0,0,0
LOC114170140,0,0,0,0,0,0
LOC114170489,0,0,0,0,0,0
LOC114169180,0,0,0,0,0,0
LOC114170490,0,0,0,0,0,2
LOC114168512,0,0,0,0,0,0
TRNAL-AAG_16,0,0,0,0,0,0
LOC114168248,0,0,0,0,0,0
LOC114170898,0,0,0,0,0,0
LOC114170527,0,0,0,0,0,0
LOC114170554,0,0,0,0,0,0
LOC114170555,0,0,0,0,0,0
LOC114169172,0,0,0,0,0,0
LOC114168267,0,0,0,0,0,0
TRNAL-AAG_17,0,0,0,0,0,0
LOC114170141,0,0,0,0,0,0
LOC114170451,0,0,0,0,6,2
LOC114170654,0,0,0,0,0,0
LOC114170650,0,0,0,3,4,0
LOC114168658,0,0,0,0,2,2
LOC114169583,875,1104,789,1467,1166,2024
LOC114170030,0,0,0,0,2,0
LOC114168189,0,0,0,0,0,0
LOC114169125,134,81,62,134,94,211
LOC114169222,201,151,148,133,200,203
LOC114170480,0,0,10,11,4,6
TRNAE-CUC_21,0,0,0,0,0,0
LOC114170698,65,61,53,45,58,55
LOC114170909,0,0,0,0,0,0
LOC114169003,16,6,16,38,18,92
LOC114170142,0,0,0,0,0,0
LOC114168137,0,0,0,0,0,0
LOC114170144,0,0,0,0,0,0
LOC114168240,0,0,0,0,0,0
LOC114169970,390,303,251,290,246,295
LOC114169921,95,111,102,126,107,92
TRNAG-UCC_24,0,0,0,0,0,0
LOC114168534,45,8,30,18,10,23
LOC114170466,0,2,0,0,4,0
LOC114169482,179,90,136,609,163,792
LOC114169062,66,27,44,52,42,109
LOC114168872,26,24,14,21,17,34
LOC114168821,268,159,164,115,161,119
LOC114169992,230,144,229,342,190,268
LOC114169641,429,371,287,380,366,492
LOC114168563,4,4,4,8,8,8
LOC114170145,0,0,0,0,0,0
LOC114168545,0,0,0,3,0,0
LOC114170051,45,49,36,27,37,32
LOC114170146,0,0,3,0,2,1
LOC114170148,53,56,36,28,45,50
LOC114169771,3,0,0,0,0,0
LOC114170149,0,0,0,0,0,0
LOC114170150,0,0,0,0,0,0
LOC114170499,886,422,927,118,308,333
LOC114170152,0,0,0,0,0,0
LOC114170556,1,0,1,0,0,6
LOC114168542,463,377,379,521,555,507
TRNAS-AGA_19,0,0,0,0,0,0
TRNAS-AGA_20,0,0,0,0,0,0
TRNAS-AGA_21,0,0,0,0,0,0
LOC114169990,97,73,78,85,91,94
LOC114169097,37,61,43,36,55,47
LOC114168183,0,4,0,0,0,0
LOC114169689,5,2,6,6,4,2
LOC114170507,1029,865,819,429,1046,666
LOC114170441,8,6,0,0,0,0
LOC114170564,0,0,0,2,0,0
LOC114170907,0,0,0,0,0,0
LOC114168243,190,188,170,155,190,220
LOC114170080,88,69,51,50,59,66
LOC114168849,140,102,89,73,73,118
LOC114170510,59,55,81,69,47,65
LOC114168728,206,193,223,98,248,209
LOC114170095,2,4,12,4,10,2
LOC114168629,192,103,86,153,147,157
TRNAL-AAG_18,0,0,0,0,0,0
LOC114170900,0,0,0,0,0,0
LOC114168244,0,0,0,0,0,0
TRNAN-GUU_36,0,0,0,0,0,0
LOC114170643,0,0,0,0,0,0
LOC114168965,3728,4187,3045,1653,2285,2065
LOC114169650,70,63,63,73,58,81
LOC114168258,149,137,85,141,147,160
LOC114169670,214,196,181,282,268,357
LOC114170155,0,0,0,0,0,0
LOC114170899,0,0,0,0,0,0
LOC114170732,18,15,30,18,15,15
LOC114168727,4,2,0,2,4,2
LOC114170156,0,0,0,0,0,0
LOC114170157,0,0,0,0,0,0
LOC114170588,0,0,2,0,0,3
LOC114170160,0,0,0,0,0,0
LOC114170161,0,0,0,0,0,0
LOC114170162,0,0,0,0,0,0
LOC114170005,700,471,558,721,554,761
LOC114169913,52,57,64,145,85,90
LOC114170164,0,0,0,3,4,2
LOC114168511,4,10,0,13,21,14
LOC114170165,0,0,0,0,0,0
LOC114168268,0,0,0,0,0,0
LOC114170726,59,22,41,26,26,33
LOC114169914,15,6,10,4,16,53
LOC114170166,0,0,0,0,0,0
LOC114168348,249,188,211,239,166,295
LOC114170695,0,0,0,0,0,0
LOC114168617,68,59,65,76,68,72
LOC114168303,212,137,143,128,120,137
LOC114170007,18,33,24,31,36,29
TRNAG-UCC_25,0,0,0,0,0,0
LOC114170687,0,0,0,0,0,0
LOC114169728,0,0,0,0,0,0
LOC114169729,0,0,0,0,0,0
LOC114169808,154,139,135,169,181,188
TRNAG-UCC_26,0,0,0,0,0,0
TRNAG-UCC_27,0,0,0,0,0,0
TRNAG-UCC_28,0,0,0,0,0,0
LOC114170067,68,84,93,102,124,85
LOC114169834,133,105,108,125,97,121
LOC114168586,142,147,110,93,163,117
LOC114170170,0,0,0,0,0,0
LOC114169596,30,22,26,10,9,20
LOC114169597,76,61,44,36,44,37
LOC114170905,0,0,0,0,0,0
LOC114168671,8,2,2,0,2,8
TRNAA-AGC_23,0,0,0,0,0,0
TRNAA-AGC_24,0,0,0,0,0,0
TRNAA-AGC_25,0,0,0,0,0,0
TRNAA-AGC_26,0,0,0,0,0,0
LOC114170171,0,0,0,0,0,0
LOC114168173,0,0,0,0,0,0
LOC114169911,1036,1332,1081,6978,1490,12063
LOC114168181,541,324,314,385,255,414
LOC114169701,201,508,341,228,632,336
LOC114168332,125,76,80,100,81,121
LOC114170173,0,0,0,0,0,0
LOC114170175,0,0,0,0,0,0
LOC114170689,105,92,78,95,74,113
LOC114170703,124,60,84,89,47,74
LOC114170645,0,0,0,0,0,0
LOC114169952,165,116,108,114,82,145
LOC114170681,20,25,24,13,35,33
LOC114168266,189,131,157,220,104,339
LOC114170177,0,0,0,0,0,0
LOC114168760,145,161,184,101,234,111
LOC114170178,0,0,0,0,0,0
LOC114169313,659,728,641,627,758,754
LOC114169152,8,4,12,18,8,15
LOC114170179,0,0,0,0,0,0
LOC114168834,144,97,92,109,126,163
LOC114170778,0,0,0,0,0,0
LOC114170754,0,0,0,0,0,0
LOC114170864,0,0,0,0,0,0
LOC114170967,0,0,0,0,0,0
LOC114170978,0,0,0,0,0,0
LOC114170990,0,0,0,0,0,0
LOC114170760,0,0,0,0,0,0
LOC114170786,0,0,0,0,0,0
LOC114170777,0,0,0,0,0,0
LOC114170772,0,0,0,0,0,0
LOC114170783,0,0,0,0,0,0
LOC114170769,0,0,0,0,0,0
LOC114170796,0,0,0,0,0,0
LOC114170776,0,0,0,0,0,0
LOC114170766,0,0,0,0,0,0
LOC114170809,0,0,0,0,0,0
LOC114170799,0,0,0,0,0,0
LOC114170808,0,0,0,0,0,0
LOC114170770,0,0,0,0,0,0
LOC114170800,0,0,0,0,0,0
LOC114170819,0,0,0,0,0,0
LOC114170830,0,0,0,0,0,0
LOC114170779,0,0,0,0,0,0
LOC114170842,0,0,0,0,0,0
LOC114170854,0,0,0,0,0,0
LOC114170860,0,0,0,0,0,0
LOC114170803,0,0,0,0,0,0
LOC114170871,0,0,0,0,0,0
LOC114170882,0,0,0,0,0,0
LOC114170894,0,0,0,0,0,0
LOC114170906,0,0,0,0,0,0
LOC114170918,0,0,0,0,0,0
LOC114170929,0,0,0,0,0,0
LOC114170940,0,0,0,0,0,0
LOC114170951,0,0,0,0,0,0
LOC114170963,0,0,0,0,0,0
LOC114170966,0,0,0,0,0,0
LOC114170968,0,0,0,0,0,0
LOC114170969,0,0,0,0,0,0
LOC114170970,0,0,0,0,0,0
LOC114170971,0,0,0,0,0,0
LOC114170972,0,0,0,0,0,0
LOC114170973,0,0,0,0,0,0
LOC114170974,0,0,0,0,0,0
LOC114170975,0,0,0,0,0,0
LOC114170976,0,0,0,0,0,0
LOC114170977,0,0,0,0,0,0
LOC114170979,0,0,0,0,0,0
LOC114170980,0,0,0,0,0,0
LOC114170981,0,0,0,0,0,0
LOC114170982,0,0,0,0,0,0
LOC114170983,0,0,0,0,0,0
LOC114170985,0,0,0,0,0,0
LOC114170986,0,0,0,0,0,0
LOC114170987,0,0,0,0,0,0
LOC114170988,0,0,0,0,0,0
LOC114170989,0,0,0,0,0,0
LOC114170991,0,0,0,0,0,0
LOC114170992,0,0,0,0,0,0
LOC114170993,0,0,0,0,0,0
LOC114170994,0,0,0,0,0,0
LOC114170995,0,0,0,0,0,0
LOC114170755,0,0,0,0,0,0
LOC114170826,0,0,0,0,0,0
LOC114170763,0,0,0,0,0,0
LOC114170756,0,0,0,0,0,0
LOC114170788,0,0,0,0,0,0
LOC114170833,0,0,0,0,0,0
LOC114170801,0,0,0,0,0,0
LOC114170757,0,0,0,0,0,0
LOC114170767,0,0,0,0,0,0
LOC114170838,0,0,0,0,0,0
LOC114170787,0,0,0,0,0,0
LOC114170805,0,0,0,0,0,0
LOC114170758,0,0,0,0,0,0
LOC114170817,0,0,0,0,0,0
LOC114170789,0,0,0,0,0,0
LOC114170820,0,0,0,0,0,0
LOC114170815,0,0,0,0,0,0
LOC114170813,0,0,0,0,0,0
LOC114170828,0,0,0,0,0,0
LOC114170790,0,0,0,0,0,0
LOC114170791,0,0,0,0,0,0
LOC114170759,0,0,0,0,0,0
LOC114170761,0,0,0,0,0,0
LOC114170792,0,0,0,0,0,0
LOC114170829,0,0,0,0,0,0
LOC114170793,0,0,0,0,0,0
LOC114170812,0,0,0,0,0,0
LOC114170794,0,0,0,0,0,0
LOC114170825,0,0,0,0,0,0
LOC114170764,0,0,0,0,0,0
LOC114170816,0,0,0,0,0,0
LOC114170797,0,0,0,0,0,0
LOC114170802,0,0,0,0,0,0
LOC114170762,0,0,0,0,0,0
LOC114170835,0,0,0,0,0,0
LOC114170818,0,0,0,0,0,0
LOC114170798,0,0,0,0,0,0
LOC114170831,0,0,0,0,0,0
LOC114170832,0,0,0,0,0,0
LOC114170771,0,0,0,0,0,0
LOC114170834,0,0,0,0,0,0
LOC114170765,0,0,0,0,0,0
LOC114170827,0,0,0,0,0,0
LOC114170785,0,0,0,0,0,0
LOC114170804,0,0,0,0,0,0
LOC114170814,0,0,0,0,0,0
LOC114170810,0,0,0,0,0,0
LOC114170821,0,0,0,0,0,0
LOC114170773,0,0,0,0,0,0
LOC114170822,0,0,0,0,0,0
LOC114170780,0,0,0,0,0,0
LOC114170774,0,0,0,0,0,0
LOC114170823,0,0,0,0,0,0
LOC114170781,0,0,0,0,0,0
LOC114170775,0,0,0,0,0,0
LOC114170824,0,0,0,0,0,0
LOC114170782,0,0,0,0,0,0
LOC114170807,0,0,0,0,0,0
LOC114170839,0,0,0,0,0,0
LOC114170811,0,0,0,0,0,0
LOC114170836,0,0,0,0,0,0
LOC114169584,321,249,314,103,150,146
LOC114169585,4,10,27,56,12,14
LOC114169610,1721,1424,1580,2273,1936,2109
LOC114170913,0,0,0,0,0,0
LOC114170180,0,0,0,0,0,0
LOC114170751,236,207,147,239,207,239
LOC114170712,538,510,404,531,437,660
LOC114170586,0,2,0,6,0,2
LOC114168967,0,0,0,1,2,2
LOC114168188,154,82,98,72,82,91
LOC114168922,0,0,0,0,0,0
LOC114169441,298,134,172,146,143,172
LOC114169440,0,0,1,0,0,2
LOC114170455,283,199,211,230,232,219
LOC114170037,0,4,0,29,9,8
LOC114168420,1229,1458,1724,1466,2066,2038
LOC114168582,57,37,40,28,56,39
LOC114170181,0,0,0,0,0,0
LOC114168283,1,0,0,0,0,0
LOC114169938,370,190,216,166,150,206
LOC114170182,0,0,0,0,0,0
LOC114169506,0,0,0,0,0,0
LOC114169510,0,0,0,0,0,0
TRNAS-AGA_22,0,0,0,0,0,0
LOC114170183,0,0,0,0,0,0
LOC114169507,0,0,0,0,0,0
LOC114169508,29,51,41,74,74,66
LOC114168264,16,31,13,19,26,14
LOC114168810,0,0,0,0,0,0
LOC114170184,0,0,0,0,0,0
LOC114169627,385,402,453,395,320,306
LOC114168393,173,128,93,127,78,102
LOC114168987,110,273,231,165,205,164
LOC114170471,555,515,461,457,531,569
LOC114169089,754,610,453,382,502,523
LOC114169088,268,299,255,302,229,360
LOC114168679,330,216,228,126,184,237
LOC114168154,1182,922,752,509,589,512
LOC114169915,511,266,317,226,239,250
LOC114170186,0,0,0,0,0,0
LOC114168902,250,254,276,208,259,257
LOC114169059,134,115,99,155,119,115
LOC114170188,0,0,0,0,0,0
LOC114170189,0,0,0,0,0,0
LOC114168566,0,0,0,0,0,0
LOC114170056,2,0,2,2,0,8
LOC114170190,0,0,0,0,0,0
LOC114169993,0,0,0,0,0,0
TRNAL-AAG_19,0,0,0,0,0,0
LOC114170584,0,0,0,0,0,0
LOC114168894,6,0,6,2,8,2
TRNAL-AAG_20,0,0,0,0,0,0
LOC114170191,0,0,0,0,0,0
LOC114170192,0,0,0,0,0,0
LOC114170193,0,0,0,0,0,0
TRNAL-AAG_21,0,0,0,0,0,0
TRNAL-AAG_22,0,0,0,0,0,0
LOC114170596,0,0,0,0,0,0
LOC114170593,0,0,0,0,0,0
LOC114170195,0,0,0,0,0,0
LOC114170652,0,0,0,0,0,0
LOC114168340,0,0,0,0,0,0
LOC114170196,0,0,0,0,0,0
LOC114169049,0,0,0,0,0,0
LOC114169019,0,0,0,0,0,0
LOC114170198,0,0,0,0,0,1
LOC114170199,0,0,0,0,0,0
LOC114170200,0,0,0,0,0,0
LOC114169332,48,96,119,225,124,120
LOC114170087,6,11,2,30,8,46
LOC114170541,86,63,54,40,73,54
LOC114170072,0,4,0,1,4,0
LOC114170201,0,0,0,0,0,0
LOC114168232,0,0,0,0,0,0
TRNAQ-CUG_8,0,0,0,0,0,0
TRNAQ-CUG_9,0,0,0,0,0,0
LOC114168713,654,559,572,443,496,445
LOC114170041,64,48,46,65,47,57
LOC114168500,13,21,16,30,27,19
LOC114170202,0,0,0,0,0,0
LOC114170203,0,0,0,0,0,0
LOC114170204,0,0,0,0,0,0
LOC114168254,0,0,0,0,0,0
LOC114170205,0,0,0,0,0,0
LOC114170447,0,0,0,0,0,0
LOC114170206,0,0,0,0,0,0
LOC114168234,0,0,0,0,0,0
LOC114170207,0,0,0,0,0,0
LOC114170208,0,0,0,0,0,0
LOC114170734,0,0,0,0,0,0
LOC114170061,100,73,79,44,83,141
LOC114169126,0,18,0,6,38,14
LOC114169284,70,69,101,69,78,76
LOC114168417,89,96,123,34,56,58
LOC114170209,0,0,0,0,0,0
LOC114170210,0,0,0,0,0,0
LOC114169309,436,238,446,232,226,368
LOC114169311,37,18,32,56,56,91
LOC114170012,0,0,0,0,4,25
LOC114170467,2,0,4,2,1,1
LOC114168383,122,95,47,391,66,1569
LOC114169162,0,0,0,0,0,0
LOC114170213,0,0,0,0,0,0
LOC114169669,94,93,84,148,144,156
LOC114170214,0,0,0,0,0,0
LOC114168771,737,954,970,490,1257,754
LOC114169840,290,210,224,208,204,230
LOC114170216,0,0,0,0,0,0
LOC114169139,0,0,2,2,0,0
LOC114170677,55,64,23,56,51,44
LOC114170218,0,0,0,0,0,0
LOC114170219,0,0,0,0,0,0
LOC114170220,0,0,0,0,0,0
LOC114170221,0,0,0,0,0,0
LOC114169195,0,0,0,0,0,0
LOC114170222,0,0,0,0,0,0
LOC114169193,0,0,0,0,0,0
LOC114168216,0,0,0,0,0,0
LOC114170223,0,0,0,0,0,0
LOC114170224,0,0,0,0,0,0
LOC114170924,0,0,0,0,0,0
LOC114170225,0,0,0,0,0,0
LOC114170915,0,0,0,0,0,0
LOC114170226,0,0,0,0,0,0
LOC114170227,0,0,0,0,0,0
LOC114169112,0,0,0,0,0,0
LOC114170228,0,0,0,0,0,0
LOC114170229,0,0,0,0,0,0
LOC114168336,78,87,94,137,96,91
LOC114170230,0,0,0,0,0,0
LOC114170231,0,0,0,0,0,0
LOC114170919,0,0,0,0,0,0
LOC114170233,0,0,0,0,0,0
LOC114169608,28,57,27,122,46,80
LOC114168300,0,0,0,0,0,0
LOC114170234,0,0,0,0,0,0
LOC114170749,0,0,0,0,0,0
LOC114169179,0,0,0,0,0,0
LOC114170235,0,0,0,0,0,0
LOC114170236,0,0,0,0,0,0
LOC114168734,0,0,0,0,0,0
LOC114168460,0,0,0,5,0,0
LOC114170735,0,0,0,0,0,0
LOC114170237,0,0,0,0,0,0
LOC114170238,0,0,0,1,0,0
LOC114168856,0,0,0,0,0,0
LOC114168540,3,0,2,8,3,4
LOC114168968,0,0,0,0,0,0
LOC114169619,42,8,53,8,10,35
LOC114169621,57,39,48,45,33,44
LOC114169622,2,4,0,0,1,4
LOC114170241,2,2,3,2,5,2
LOC114168358,0,0,0,0,0,0
LOC114169559,14,19,32,134,31,306
LOC114168184,0,0,0,0,0,0
LOC114169789,69,42,51,40,52,106
LOC114169791,1,2,2,5,0,0
LOC114170890,0,0,0,0,0,0
LOC114168191,0,0,0,0,0,0
LOC114168560,22,20,24,17,29,74
LOC114168843,0,0,0,9,0,0
LOC114170908,0,0,0,0,0,0
LOC114170243,0,0,0,0,0,0
TRNAM-CAU_23,0,0,0,0,0,0
TRNAL-UAG_20,0,0,0,0,0,0
TRNAN-GUU_37,0,0,0,0,0,0
TRNAR-ACG_19,0,0,0,0,0,0
LOC114169503,0,0,0,0,0,0
TRNAR-ACG_20,0,0,0,0,0,0
TRNAN-GUU_38,0,0,0,0,0,0
TRNAL-UAG_21,0,0,0,0,0,0
LOC114168678,138,127,141,95,123,53
LOC114169866,1449,1088,1113,1253,1003,1240
LOC114170737,243,222,213,133,186,176
LOC114169017,0,0,0,2,0,0
LOC114168479,382,264,170,240,330,280
LOC114170245,0,0,0,0,0,0
LOC114168873,143,56,67,190,69,94
LOC114169959,0,47,0,6,0,2
LOC114170453,0,0,0,0,0,0
LOC114170922,0,0,0,0,0,0
LOC114170246,100,21,44,342,61,232
LOC114169220,71,62,63,84,60,62
LOC114169219,129,84,103,123,115,156
LOC114168441,0,0,0,0,0,0
LOC114170247,110,46,72,338,122,214
LOC114170668,0,0,0,0,0,0
LOC114170248,0,0,0,0,0,0
LOC114170249,0,0,0,0,0,0
LOC114170534,0,4,1,236,0,3
LOC114170536,48,233,84,118,156,221
LOC114170252,0,0,0,0,0,0
LOC114170253,0,0,0,0,0,0
LOC114168852,38,24,42,31,18,36
LOC114170916,0,0,0,0,0,0
LOC114170648,0,0,0,0,0,0
TRNAS-UGA_20,0,0,0,0,0,0
LOC114170912,0,0,0,0,0,0
LOC114170254,0,2,2,17,0,8
LOC114169934,2,4,0,20,4,25
LOC114169989,19,10,12,670,35,917
LOC114170257,0,0,0,0,0,0
LOC114168751,30,47,49,56,49,26
LOC114170736,0,0,0,0,0,2
LOC114169842,851,923,1232,1114,1260,604
LOC114170258,0,0,0,0,0,0
LOC114170708,70,93,60,332,120,275
LOC114169008,0,0,0,0,0,0
TRNAF-GAA_35,0,0,0,0,0,0
TRNAF-GAA_36,0,0,0,0,0,0
LOC114170558,0,0,0,3,0,0
LOC114170923,0,0,0,0,0,0
LOC114170921,0,0,0,0,0,0
