,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114180645,0,0,0,0,0,0
LOC114181200,0,2,0,0,2,2
LOC114180647,0,0,2,0,0,0
LOC114182143,0,0,0,69,0,0
LOC114182199,3,0,0,20,2,0
LOC114182724,159,152,102,324,186,279
LOC114180961,266,389,372,878,420,510
LOC114180648,2,0,0,0,0,0
LOC114180649,0,0,0,1,0,0
LOC114182667,0,0,0,0,0,0
LOC114182548,0,0,0,0,0,1
LOC114180650,2,0,0,0,0,0
LOC114180653,0,0,0,0,0,0
LOC114181227,4,3,12,20,12,14
LOC114182166,85,74,95,131,80,138
LOC114182167,51,34,20,20,14,11
LOC114182799,0,0,0,0,0,0
LOC114181443,40,38,35,21,18,31
TRNAV-CAC_3,0,0,0,0,0,0
TRNAV-CAC_4,0,0,0,0,0,0
TRNAV-CAC_5,0,0,0,0,0,0
LOC114181828,869,641,593,423,562,602
LOC114180655,0,0,0,0,0,0
LOC114180656,0,0,0,0,0,0
LOC114181348,12,31,24,133,51,4
LOC114180657,0,0,0,0,0,0
LOC114180658,0,0,0,0,0,0
LOC114182304,115,95,92,121,96,129
LOC114180659,0,0,0,0,0,0
LOC114181051,0,0,0,0,0,0
LOC114180263,0,0,0,0,0,0
LOC114181608,50,24,35,40,43,25
LOC114180294,2,0,0,0,0,0
LOC114181390,51,11,12,3,8,12
LOC114181392,0,2,2,0,2,0
LOC114182779,0,3,1,14,8,3
LOC114182770,0,0,0,0,0,0
LOC114182787,8,17,14,36,79,19
LOC114180660,1,1,0,1,0,1
LOC114182089,263,193,278,212,184,215
LOC114181172,22,45,23,43,57,29
LOC114182279,126,104,113,164,121,131
LOC114180661,0,0,0,0,0,0
LOC114180662,0,0,0,0,0,0
LOC114180663,0,0,0,0,0,0
LOC114180664,0,0,0,0,0,0
LOC114181776,0,0,0,0,0,0
LOC114181421,2,2,0,0,1,1
LOC114180665,0,0,0,0,0,0
LOC114181315,0,0,0,0,0,0
LOC114182601,56,58,65,45,57,59
LOC114181067,65,54,65,74,80,63
LOC114181373,33,65,43,25,58,18
LOC114180666,0,0,0,0,0,0
LOC114180667,0,0,0,0,0,0
LOC114180668,0,0,0,0,0,0
LOC114180967,6,10,2,6,2,8
LOC114181434,30,16,14,24,20,28
LOC114181113,98,46,44,134,70,125
LOC114181745,2,2,2,0,0,2
LOC114182622,0,0,2,4,2,4
LOC114182288,623,726,802,684,605,820
LOC114182290,1,1,0,0,0,0
LOC114180670,0,0,0,0,0,0
LOC114180411,2,4,2,34,4,5
LOC114180412,137,154,91,213,235,169
LOC114180671,0,0,0,0,0,0
LOC114181264,4,12,0,6,12,8
LOC114181518,5508,3799,3975,2142,2897,2771
LOC114181100,95,100,136,71,162,60
LOC114181955,645,735,574,625,691,680
LOC114182809,0,0,0,0,0,0
LOC114182829,0,0,0,0,0,0
LOC114182763,47,44,45,71,33,41
LOC114182783,0,0,0,0,0,0
LOC114182773,0,0,0,0,0,0
LOC114182823,0,0,0,0,0,0
LOC114182784,0,0,0,0,0,0
LOC114182774,0,0,0,0,0,0
LOC114182824,0,0,0,0,0,0
LOC114182780,0,0,0,0,0,0
LOC114182771,0,0,0,0,0,0
LOC114182825,0,0,0,0,0,0
LOC114182786,0,0,0,0,0,0
LOC114182775,0,0,0,0,0,0
LOC114182826,0,0,0,0,0,0
LOC114182781,0,0,0,0,0,0
LOC114182772,0,0,0,0,0,0
LOC114182827,0,0,0,0,0,0
LOC114182782,0,0,0,0,0,0
LOC114182835,0,0,0,0,0,0
LOC114182828,0,0,0,0,0,0
LOC114182834,0,0,0,0,0,0
LOC114182079,360,301,251,609,408,706
LOC114181080,7,26,4,30,36,175
LOC114182495,36,16,30,36,28,14
LOC114181258,55,26,20,77,22,167
LOC114182656,0,0,0,0,0,6
LOC114181589,269,263,436,524,218,316
LOC114182352,2116,913,886,710,525,757
LOC114182485,49,27,29,56,23,58
LOC114181956,206,147,144,336,142,329
LOC114180673,0,0,0,0,0,0
LOC114180281,673,424,357,386,296,463
LOC114181385,552,302,358,348,339,350
LOC114181541,18,10,17,2,8,14
LOC114182355,0,0,0,0,0,2
LOC114182432,4,10,4,22,16,17
LOC114181406,424,376,478,393,382,402
LOC114180674,0,0,0,0,0,0
LOC114180675,0,0,0,0,0,0
LOC114180676,0,0,0,0,0,0
LOC114181087,168,210,187,220,195,229
LOC114180677,0,0,0,0,0,0
LOC114181674,497,386,551,262,416,348
LOC114182127,346,208,234,123,157,134
TRNAI-AAU_16,0,0,0,0,0,0
LOC114182175,233,96,85,467,178,200
TRNAR-UCU_11,0,0,0,0,0,0
TRNAR-UCU_12,0,0,0,0,0,0
TRNAR-UCU_13,0,0,0,0,0,0
TRNAR-UCU_14,0,0,0,0,0,0
LOC114180678,0,0,0,0,0,0
LOC114182176,163,59,76,377,104,225
TRNAR-UCU_15,0,0,0,0,0,0
LOC114182219,27,5,0,102,2,26
TRNAR-UCU_16,0,0,0,0,0,0
TRNAR-UCU_17,0,0,0,0,0,0
LOC114182101,313,77,104,362,94,210
TRNAI-AAU_17,0,0,0,0,0,0
LOC114180679,0,0,0,0,0,0
LOC114180680,0,0,0,0,0,0
LOC114180681,0,0,0,0,0,0
LOC114182341,66,70,80,234,73,76
LOC114181659,6,20,11,36,45,29
LOC114181432,552,283,408,335,268,269
LOC114180994,258,232,178,214,169,225
LOC114182568,239,249,205,152,195,168
LOC114180682,0,0,0,0,0,0
LOC114181890,752,632,470,927,566,1008
LOC114180684,0,0,0,0,0,0
LOC114182268,513,426,422,326,380,358
LOC114182457,2,2,4,2,2,4
LOC114180686,0,0,0,0,0,0
LOC114181632,2,2,0,0,0,2
LOC114181726,170,102,86,135,146,244
LOC114180687,0,0,0,0,0,0
LOC114181272,247,208,188,139,254,194
LOC114181273,0,0,0,0,0,0
LOC114180688,0,0,0,0,0,0
LOC114182589,0,0,0,0,0,0
LOC114180689,2,2,0,4,3,3
LOC114182623,0,0,0,0,0,0
LOC114180690,0,0,0,0,0,0
LOC114181609,0,0,0,1,0,0
LOC114182502,0,0,0,0,0,0
LOC114180693,0,0,0,0,0,0
LOC114180694,0,0,0,0,0,0
LOC114180695,0,0,0,0,0,0
LOC114182001,323,262,220,230,165,288
LOC114181174,0,10,8,6,18,14
LOC114181295,54,51,23,33,24,34
LOC114180697,0,0,0,0,0,0
LOC114180698,0,0,0,0,0,0
LOC114181761,0,0,0,0,0,0
LOC114180699,2,0,0,0,0,0
LOC114180700,0,0,0,0,0,0
LOC114180701,0,0,0,0,0,0
LOC114180703,0,0,0,0,0,0
LOC114180704,0,0,0,0,0,0
LOC114180705,0,0,0,0,0,0
LOC114181770,0,0,0,0,0,0
LOC114180706,0,0,0,0,0,0
LOC114180707,0,0,0,0,0,0
LOC114180708,0,0,0,0,0,2
LOC114180709,0,0,0,0,0,0
LOC114182413,16,4,20,4,3,4
LOC114180710,0,0,0,0,0,0
LOC114182785,0,0,0,0,0,0
LOC114180712,0,0,0,0,0,0
LOC114181582,11,12,5,55,16,32
LOC114181620,0,0,0,0,0,0
LOC114180713,0,0,0,0,0,0
LOC114181621,0,2,0,0,0,0
LOC114181619,0,0,0,0,0,0
LOC114180714,0,0,0,0,0,0
LOC114181759,4,3,14,5,2,4
LOC114180717,0,0,0,0,0,0
LOC114180718,0,0,0,0,0,0
LOC114181731,0,0,0,0,0,0
LOC114181834,7542,4319,6207,10697,3966,10657
LOC114180720,0,0,0,0,0,0
LOC114182245,0,4,0,0,0,0
LOC114182244,28,35,14,60,34,84
LOC114181377,0,0,0,0,0,0
LOC114182745,2,0,2,2,0,0
LOC114180722,0,0,0,0,0,0
LOC114180723,0,0,0,0,0,0
LOC114180724,0,0,0,0,0,0
LOC114182830,0,0,0,0,0,0
LOC114181893,118,145,181,189,152,192
LOC114181301,101,60,52,75,80,80
LOC114182555,0,0,2,6,4,2
LOC114180725,0,0,0,0,0,0
LOC114181996,184,165,158,198,148,226
LOC114180727,0,0,0,0,0,0
LOC114180728,0,0,0,0,0,0
LOC114180729,0,0,0,0,0,0
LOC114180731,0,0,0,0,0,0
LOC114181185,126,147,122,138,152,171
LOC114182262,18,54,20,22,58,45
LOC114181676,325,285,313,199,327,238
LOC114181543,0,0,0,0,0,0
LOC114181544,0,0,0,0,0,0
LOC114181542,0,0,0,0,0,0
LOC114182512,0,0,0,0,0,0
LOC114181643,12,5,11,6,8,14
LOC114181947,46,52,39,90,55,50
LOC114180733,20,31,33,10,15,30
LOC114181948,0,0,0,0,0,0
LOC114181950,0,0,0,0,0,0
LOC114181474,53,52,17,8,20,4
LOC114180734,0,0,0,0,0,0
LOC114180996,0,0,0,0,0,0
LOC114182472,0,0,0,0,0,0
LOC114182473,4,6,6,0,0,4
LOC114180295,0,0,0,0,0,2
LOC114182168,531,543,743,336,589,445
LOC114180735,0,0,0,0,0,0
LOC114181223,0,1,0,0,0,0
LOC114180736,0,0,0,0,2,0
LOC114181631,0,0,2,0,2,0
LOC114182498,0,0,0,0,0,0
LOC114182497,0,2,0,4,0,4
LOC114181019,184,151,185,108,232,102
LOC114182676,0,1,0,0,0,2
LOC114180737,0,0,0,0,0,0
LOC114181226,30,38,30,62,57,109
LOC114182092,360,319,362,259,344,336
LOC114182417,0,2,2,9,6,4
LOC114181248,300,238,241,207,331,275
LOC114181744,2,0,0,0,0,0
LOC114182605,383,323,340,286,250,354
LOC114182506,0,0,0,0,0,0
LOC114182400,8,10,4,4,6,19
TRNAI-AAU_18,0,0,0,0,0,0
TRNAI-AAU_19,0,0,0,0,0,0
TRNAI-AAU_20,0,0,0,0,0,0
LOC114181129,252,140,122,144,151,132
LOC114180740,0,0,0,0,0,0
LOC114181456,40,22,23,21,16,26
TRNAI-AAU_21,0,0,0,0,0,0
TRNAI-AAU_22,0,0,0,0,0,0
LOC114182191,159,141,140,96,107,121
TRNAI-AAU_23,0,0,0,0,0,0
LOC114181501,36,18,28,23,43,22
TRNAI-AAU_24,0,0,0,0,0,0
TRNAI-AAU_25,0,0,0,0,0,0
TRNAI-AAU_26,0,0,0,0,0,0
TRNAI-AAU_27,0,0,0,0,0,0
TRNAI-AAU_28,0,0,0,0,0,0
TRNAI-AAU_29,0,0,0,0,0,0
LOC114181306,0,0,0,0,0,0
LOC114180742,0,0,0,0,0,0
LOC114181203,41,24,41,54,29,52
LOC114180743,18,12,4,6,10,12
LOC114181356,110,98,78,79,91,91
LOC114182370,534,676,599,440,688,571
LOC114182371,0,0,0,0,0,0
LOC114180744,0,0,0,0,0,0
LOC114181721,48,36,65,31,32,91
LOC114182575,8,24,9,17,10,10
LOC114182577,0,0,0,0,0,0
LOC114180745,0,0,0,0,0,0
LOC114182576,0,0,0,0,0,0
LOC114181453,0,0,0,0,0,0
LOC114180746,0,0,0,0,0,0
LOC114181402,20,25,22,28,28,34
LOC114180966,654,296,592,135,171,146
LOC114181652,0,11,0,18,4,10
LOC114181497,153,173,223,251,189,188
LOC114182663,608,287,392,30,116,139
LOC114181697,0,0,0,0,0,0
LOC114182562,0,0,0,0,0,0
LOC114181124,6,5,5,7,7,31
LOC114181029,0,0,0,0,0,0
LOC114180962,1,2,0,0,0,1
LOC114180748,0,0,0,0,0,0
LOC114182047,0,0,0,0,0,0
LOC114182044,60,73,54,106,58,178
LOC114180749,0,0,0,0,0,0
LOC114182522,5,12,8,19,16,39
LOC114181973,665,332,439,1580,417,903
LOC114181049,381,155,184,142,165,131
LOC114182206,101,56,76,117,58,118
LOC114182538,227,321,310,267,372,277
LOC114180752,0,0,0,0,0,0
LOC114180753,0,0,0,0,0,0
LOC114182469,2,2,2,0,4,1
LOC114181669,0,0,0,0,2,2
LOC114181444,44,43,41,22,29,44
LOC114181718,0,0,0,0,0,0
LOC114181274,4,0,0,2,2,0
LOC114182672,0,0,0,0,0,0
LOC114182546,2,4,0,11,6,24
LOC114181525,2244,2171,513,3553,5058,2973
LOC114180754,0,0,0,0,0,0
LOC114180755,0,0,0,0,0,0
LOC114182165,4207,5111,4103,4130,4562,4527
LOC114181163,0,0,0,0,0,0
LOC114181383,262,225,255,340,338,415
LOC114180402,68,70,76,220,111,166
TRNAF-GAA_11,0,0,0,0,0,0
LOC114182428,0,0,0,0,0,0
LOC114182531,121,94,122,160,91,142
LOC114181464,376,462,430,277,406,240
LOC114181729,0,1,0,6,0,2
TRNAR-UCU_18,0,0,0,0,0,0
TRNAR-UCU_19,0,0,0,0,0,0
LOC114181374,238,252,272,203,213,212
LOC114181380,0,0,0,0,0,0
LOC114180365,0,0,0,2,0,2
LOC114181535,413,462,343,419,443,465
LOC114180756,0,0,0,0,0,0
LOC114181433,2,0,4,6,2,102
LOC114180757,0,0,0,0,0,0
LOC114181917,225,208,202,199,154,220
LOC114180758,0,0,0,0,0,0
LOC114180760,0,0,0,0,0,0
LOC114182802,0,0,0,0,0,0
LOC114182806,0,0,0,0,0,0
LOC114181052,228,149,140,254,176,324
LOC114180418,4,2,0,329,16,724
LOC114182537,0,4,0,16,10,8
LOC114181175,536,395,514,407,426,451
LOC114182198,349,239,253,277,325,331
LOC114182328,465,433,379,338,417,512
LOC114181796,87,131,336,96,200,422
LOC114181795,2104,988,3056,892,1875,2133
LOC114181156,50,48,46,43,66,65
LOC114182483,28,55,63,37,102,40
LOC114182484,580,533,1346,381,1117,1226
LOC114182261,1458,973,990,1642,957,1079
TRNAH-GUG_8,0,0,0,0,0,0
LOC114180355,0,0,0,2,8,2
LOC114180762,0,0,0,0,0,0
LOC114181910,777,428,162,792,300,686
LOC114182645,0,0,0,0,0,0
LOC114181239,0,0,0,0,0,0
LOC114182730,0,3,0,1,0,0
LOC114181351,234,207,240,1089,441,835
LOC114182547,105,111,150,84,115,121
LOC114180763,0,0,0,0,0,0
LOC114181145,498,308,721,255,262,131
LOC114180964,15,22,28,30,23,11
LOC114181951,205,202,231,444,364,300
LOC114182778,0,0,0,0,0,0
LOC114181411,60,65,75,74,69,91
LOC114182777,0,2,5,15,8,13
LOC114180325,487,224,593,136,337,372
LOC114181689,0,0,0,0,0,0
LOC114181974,172,143,184,302,190,354
LOC114181684,18,2,14,2,10,2
TRNAI-AAU_30,0,0,0,0,0,0
LOC114180766,0,0,0,0,0,0
LOC114182588,665,762,806,933,716,849
LOC114181419,516,954,703,857,939,918
LOC114182159,156,150,209,205,144,233
LOC114182177,115,127,85,121,106,132
LOC114181805,398,240,228,226,243,282
LOC114181804,543,560,475,753,574,939
LOC114180767,0,0,0,0,0,0
LOC114180768,0,0,0,0,0,0
LOC114180769,0,0,0,0,0,0
LOC114180770,0,0,0,0,0,0
LOC114181302,56,32,12,48,28,47
LOC114180772,0,0,0,0,0,0
LOC114182585,245,144,201,216,176,216
LOC114181764,0,0,0,0,0,0
LOC114182586,0,0,0,0,2,0
LOC114180773,0,0,0,0,0,0
LOC114181681,4,2,3,1,0,3
LOC114180774,0,0,0,0,0,0
LOC114181754,0,0,0,0,0,1
LOC114180775,0,0,0,0,0,0
LOC114180776,0,0,0,0,0,0
LOC114181709,43,31,25,11,31,26
LOC114180777,0,0,0,0,0,0
LOC114180778,0,0,0,0,0,0
LOC114180779,0,0,0,0,0,0
LOC114182247,0,0,0,0,0,0
LOC114182248,0,0,0,0,0,0
LOC114182249,10,1,3,1,1,2
LOC114180780,0,0,0,0,0,0
LOC114180782,0,0,0,0,0,0
LOC114182251,0,0,0,0,0,0
LOC114180783,49,29,38,37,30,57
LOC114180784,0,0,0,0,0,0
LOC114180785,1,0,2,0,0,4
LOC114180786,1,0,0,2,0,0
LOC114182655,0,0,0,0,0,0
LOC114181177,25,31,26,28,32,34
LOC114181178,103,62,105,90,74,125
LOC114181393,2,1,1,3,2,3
LOC114181043,15,23,22,15,6,12
LOC114180225,0,0,0,0,0,0
LOC114182761,199,181,176,178,159,173
LOC114182443,0,0,0,0,0,0
LOC114182721,0,19,0,2,123,0
LOC114182640,102,78,88,76,70,91
LOC114182669,0,0,0,0,0,0
LOC114182609,0,0,0,0,0,0
LOC114180788,0,0,0,0,0,0
LOC114181378,0,0,0,0,1,0
LOC114181128,2,0,1,0,0,0
LOC114180397,58,90,87,103,83,146
LOC114180790,0,89,0,45,112,34
LOC114182714,0,85,2,56,131,57
LOC114180791,0,0,0,0,0,0
LOC114180391,14,12,8,0,8,5
LOC114180792,0,0,0,0,0,0
LOC114182797,0,0,0,0,0,0
LOC114181454,860,740,753,1617,859,1229
LOC114182366,96,83,90,101,98,74
LOC114180235,32,57,30,26,34,31
LOC114181495,241,360,333,151,283,271
LOC114180793,0,0,0,0,0,0
LOC114180795,1,1,0,0,1,13
LOC114180280,0,0,0,7,0,44
LOC114182590,1,0,0,2,2,16
LOC114180796,0,0,0,0,0,0
LOC114180797,22,8,21,1,2,7
LOC114180798,0,0,0,0,0,0
LOC114181032,0,0,0,0,0,0
LOC114181732,0,0,0,1,0,2
LOC114180800,6,0,0,0,2,0
LOC114180801,0,0,0,0,0,9
LOC114181724,0,0,0,0,1,0
LOC114181769,30,11,40,4,20,11
LOC114180803,0,0,0,0,0,0
LOC114180804,5,4,5,29,12,221
LOC114180806,2,2,4,0,0,0
LOC114181757,5,0,2,1,2,4
LOC114182633,0,0,0,0,0,1
LOC114181404,0,0,0,0,0,0
LOC114181403,0,0,0,5,1,15
LOC114180807,0,0,0,0,0,14
LOC114180808,0,0,0,0,0,0
LOC114180809,0,0,0,0,0,0
LOC114181405,0,0,0,0,0,0
LOC114180810,0,0,0,0,0,0
LOC114180348,0,0,0,0,0,0
LOC114180811,0,0,0,0,0,6
LOC114181441,0,0,0,0,0,0
LOC114181615,0,0,0,0,0,0
LOC114182188,235,236,272,220,363,223
LOC114182187,0,0,0,0,0,0
LOC114182295,156,127,82,117,124,154
LOC114180360,87,65,52,46,85,65
LOC114180358,1,13,4,23,11,25
LOC114180359,0,0,2,3,1,0
LOC114180812,0,0,0,0,0,0
LOC114180813,0,0,0,0,0,0
LOC114180814,1,3,0,1,1,0
LOC114182069,19,8,9,8,10,23
LOC114180815,165,109,118,64,100,265
LOC114180227,53,47,39,51,59,36
LOC114181672,220,56,106,6,56,100
LOC114181502,0,0,0,0,0,0
LOC114182801,0,0,0,0,0,0
LOC114180817,0,0,0,0,0,0
LOC114180818,0,0,0,0,0,0
LOC114181653,920,528,686,123,323,506
LOC114180820,0,1,0,1,0,1
LOC114181773,0,1,1,3,0,1
LOC114180821,6,4,5,0,4,17
LOC114182211,100,93,67,96,73,61
LOC114180822,0,0,0,0,0,0
LOC114182218,29,15,21,49,21,80
LOC114182212,642,562,1091,233,209,352
LOC114180823,0,0,0,0,0,0
LOC114180824,0,0,0,0,0,0
LOC114180825,0,0,0,0,0,0
LOC114180826,0,0,0,0,0,0
LOC114182217,54,39,28,28,18,48
LOC114182214,3,1,2,6,1,1
LOC114181475,175,254,223,199,200,252
LOC114181611,14,2,15,14,10,39
LOC114180827,0,0,0,6,0,20
LOC114181028,0,0,0,0,0,0
LOC114182388,179,202,191,424,295,430
LOC114180828,0,0,0,0,0,0
LOC114180386,0,0,0,0,0,0
LOC114180420,0,0,0,0,0,0
LOC114180829,0,0,0,0,0,0
LOC114180830,0,0,0,0,0,0
LOC114180831,0,0,0,0,0,0
LOC114180318,0,0,0,0,0,0
LOC114180317,0,0,0,0,0,0
LOC114180425,0,0,1,0,0,0
LOC114181379,0,0,0,1,0,0
LOC114180959,0,0,0,0,0,0
LOC114180267,0,0,0,0,0,0
LOC114180832,0,0,0,0,0,0
LOC114180834,0,0,0,1,0,2
LOC114181466,27,19,28,11,11,15
LOC114181446,96,84,92,102,81,33
LOC114181247,15,29,13,103,11,189
LOC114181850,67,82,94,321,86,227
LOC114181568,0,0,0,0,0,0
LOC114181086,10,4,2,5,2,9
LOC114181845,0,0,0,0,0,0
LOC114181848,0,0,0,0,0,0
LOC114181847,0,1,0,0,2,0
LOC114180835,0,0,0,0,0,0
LOC114181844,0,0,0,0,0,0
LOC114181235,0,0,0,0,0,0
LOC114181766,50,30,26,124,39,203
LOC114181197,3,3,2,4,2,3
LOC114180422,0,0,0,0,0,0
LOC114180836,0,0,0,0,0,0
LOC114180837,0,1,0,0,0,0
LOC114182266,20,21,47,0,13,19
LOC114182105,58,12,36,48,25,64
LOC114181342,199,124,75,75,62,50
LOC114181375,10,18,4,3,8,7
LOC114181452,0,0,2,0,0,0
LOC114181749,37,22,18,26,30,74
TRNAR-ACG_10,0,0,0,0,0,0
LOC114180838,0,0,0,0,0,0
LOC114182670,919,542,726,863,651,1235
LOC114180839,0,1,0,0,2,0
LOC114181233,2,9,11,5,9,32
LOC114180840,0,0,0,13,1,10
LOC114180841,0,0,0,4,1,4
LOC114182744,0,0,0,0,0,0
LOC114180842,0,0,0,2,0,0
LOC114182458,0,0,0,1,0,0
LOC114180843,0,0,0,0,0,0
LOC114182760,0,0,0,0,0,0
LOC114180844,0,0,0,0,0,0
LOC114180228,0,0,0,0,0,0
LOC114182679,0,0,0,15,1,12
LOC114181195,6,4,2,2,4,19
LOC114182627,1178,757,841,787,802,1102
LOC114182292,14,12,2,290,61,436
LOC114182285,465,401,447,377,365,319
LOC114181907,404,362,319,219,278,196
LOC114181906,708,715,729,609,648,517
LOC114182751,0,0,0,0,0,0
LOC114181468,4,4,8,0,12,8
LOC114180846,0,0,0,0,0,0
LOC114180239,0,0,0,4,0,0
LOC114180847,0,1,2,0,0,0
LOC114181593,7235,5734,7906,3158,4908,3933
LOC114180848,19,16,25,15,23,16
LOC114181738,15,8,25,31,18,11
LOC114182494,36,19,20,15,28,30
LOC114180849,42,23,79,51,41,40
LOC114181353,249,104,98,118,173,142
LOC114180850,0,0,0,0,0,0
LOC114180851,169,33,35,3,52,50
LOC114182415,2286,1328,855,531,836,1521
LOC114181536,187,131,120,98,137,239
LOC114181522,39,31,24,283,68,194
LOC114181427,177,85,82,396,246,486
LOC114180410,0,2,0,0,0,0
LOC114180852,0,0,0,0,0,0
TRNAI-AAU_31,0,0,0,0,0,0
LOC114181033,192,126,146,159,127,179
LOC114181930,79,105,95,270,521,123
LOC114180853,0,0,0,0,0,0
LOC114181078,380,299,349,278,302,343
LOC114182095,194,135,176,247,109,166
LOC114182096,38,22,22,52,36,57
LOC114182360,5,0,0,6,8,4
LOC114181299,707,526,471,4406,589,3487
LOC114182664,5,0,0,6,3,9
LOC114182599,502,327,368,571,351,551
LOC114181657,355,240,112,422,482,449
LOC114180854,2,0,0,0,0,0
LOC114181139,0,0,0,4,0,0
LOC114181138,2,0,2,2,0,6
LOC114180998,12,6,2,23,8,42
LOC114182634,366,245,261,216,263,205
LOC114181271,128,131,191,124,204,113
LOC114181909,836,752,646,985,625,950
LOC114181580,15,8,14,20,18,27
LOC114182103,515,481,474,519,442,423
LOC114180269,12,18,17,37,45,48
LOC114181369,162,78,125,137,118,166
LOC114180385,911,771,1080,773,809,888
LOC114181888,266,236,227,255,176,208
LOC114181463,26,24,22,20,13,10
LOC114181458,78,50,52,18,42,35
LOC114181317,247,123,50,144,43,96
LOC114180324,621,299,342,813,252,532
LOC114180855,0,0,0,3,0,1
LOC114181340,0,0,0,0,0,0
LOC114180415,123,239,144,301,264,204
LOC114181942,243,256,243,261,260,200
LOC114181266,37,23,11,9,22,21
LOC114182584,18,48,52,132,37,75
LOC114180857,0,0,0,0,0,0
LOC114181149,1936,1974,869,274,354,1446
LOC114180858,0,0,0,0,0,0
LOC114181583,307,280,295,378,317,278
LOC114181465,179,163,190,103,164,87
LOC114181386,8,0,10,30,0,6
LOC114181553,0,0,0,2,0,0
LOC114181229,0,0,0,0,0,0
LOC114181231,16,9,4,15,9,6
LOC114181011,132,70,71,18,36,18
LOC114181576,119,68,131,16,28,19
LOC114182318,644,603,549,374,415,408
LOC114182553,239,167,130,23,116,33
LOC114180859,18,26,15,13,4,8
LOC114180860,0,0,0,0,0,0
LOC114181212,108,80,77,58,80,95
LOC114181685,49,27,40,31,42,47
TRNAR-UCU_20,0,0,0,0,0,0
LOC114181196,98,65,64,95,74,108
LOC114182240,252,216,175,221,193,294
LOC114181821,339,330,365,333,374,424
LOC114182335,219,207,156,107,136,159
LOC114181756,1117,1380,1214,796,1366,1135
TRNAI-AAU_32,0,0,0,0,0,0
LOC114180988,973,1124,992,731,892,955
LOC114181777,0,0,0,24,0,36
LOC114182437,2,2,2,2,2,2
TRNAT-UGU_5,0,0,0,0,0,0
LOC114181826,14,17,16,158,19,172
LOC114180255,128,62,81,24,39,71
LOC114180862,0,0,0,0,0,0
LOC114180863,41,39,40,16,30,36
LOC114181252,5,0,2,0,4,1
LOC114181250,13,3,10,2,9,5
LOC114180864,0,0,0,0,0,0
LOC114181202,0,0,0,2,0,0
LOC114180865,0,0,0,0,0,0
LOC114180866,0,0,0,0,0,0
LOC114180254,0,0,0,0,0,0
LOC114180868,60,25,53,20,26,23
LOC114182533,0,0,0,0,0,0
LOC114180869,0,0,0,0,0,0
LOC114180871,0,0,0,0,0,0
LOC114180872,63,67,62,36,57,81
LOC114180873,32,9,25,7,9,22
LOC114181733,7,6,4,1,10,1
LOC114180874,0,0,0,0,0,0
LOC114180875,0,0,0,0,0,0
LOC114181823,0,0,0,1,0,0
LOC114180876,0,0,0,0,0,0
LOC114181824,0,0,0,0,0,0
LOC114181734,641,157,311,75,246,294
LOC114181478,50,19,17,7,15,9
LOC114181276,4,11,4,0,2,6
LOC114182606,6,4,4,30,12,30
LOC114182535,64,33,26,68,56,83
LOC114181058,1283,1357,1887,1323,1699,1895
LOC114181665,0,10,0,32,32,2
LOC114181451,139,38,56,23,42,36
LOC114182755,0,0,0,0,0,0
LOC114180878,0,0,0,0,0,0
LOC114182793,0,0,0,0,0,0
LOC114181521,0,0,0,0,0,0
LOC114182728,156,122,130,60,87,111
LOC114182314,5346,5041,5965,2713,4840,2431
LOC114181641,700,504,606,329,314,277
LOC114181528,42,15,35,10,27,4
LOC114180879,14,24,26,6,14,4
LOC114181060,88,154,32,96,143,8
LOC114180880,0,0,0,0,0,0
LOC114181509,12,17,14,18,20,20
LOC114182136,438,361,353,273,362,229
LOC114180881,0,0,0,0,0,0
LOC114181089,94,82,80,90,75,90
LOC114181099,80,105,96,71,122,104
LOC114181492,77,30,40,21,44,18
LOC114182565,146,228,90,36,83,18
LOC114180882,2,1,0,0,0,2
LOC114180403,100,69,60,75,90,73
LOC114180883,0,0,0,0,0,0
LOC114180884,0,0,0,0,0,0
LOC114180885,0,0,0,0,0,0
LOC114181527,6,4,15,1,6,6
LOC114182490,183,141,120,170,96,138
LOC114180886,0,0,0,0,0,0
LOC114180887,0,0,0,0,0,0
LOC114181820,103,129,107,84,81,62
LOC114181819,0,0,0,0,0,0
LOC114181376,264,393,255,35,155,175
LOC114180888,0,0,2,0,0,4
LOC114180242,0,0,0,0,0,0
LOC114182436,0,0,0,0,0,0
LOC114182438,0,0,0,0,0,0
LOC114180889,0,0,0,0,0,0
LOC114182308,546,385,264,307,305,359
LOC114181280,130,64,29,16,24,12
LOC114182063,60,115,78,62,78,56
LOC114182075,36,64,40,81,77,93
LOC114182126,976,694,996,442,900,337
LOC114182340,828,562,463,711,428,629
TRNAV-AAC_10,0,0,0,0,0,0
LOC114181978,1086,723,726,892,627,871
LOC114182404,152,113,53,213,89,233
LOC114182566,0,0,0,0,0,0
LOC114181687,12,17,19,9,6,10
LOC114182113,351,301,347,165,191,234
LOC114180261,0,1,2,0,2,0
LOC114180890,0,0,0,0,0,0
LOC114180984,555,720,241,151,204,208
LOC114180417,245,172,172,114,113,160
LOC114182662,664,576,698,745,610,738
LOC114181707,596,502,482,482,527,605
LOC114181054,455,376,374,273,363,346
LOC114182097,235,223,273,355,212,277
LOC114181975,736,548,841,1336,568,1263
LOC114181598,14,2,6,2,10,2
LOC114181127,28,35,2,12,20,38
