Geneid,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114196126,211,92,118,244,158,89
LOC114174116,46,30,21,39,31,28
LOC114194371,733,1021,1170,1121,894,766
LOC114188440,0,0,0,0,0,2
LOC114184939,182,129,124,169,158,114
LOC114163197,4,21,2,40,13,8
LOC114188475,0,0,0,0,0,0
LOC114174858,53,55,50,41,38,43
LOC114165649,0,0,0,0,0,0
LOC114188545,0,0,0,0,0,0
LOC114188556,0,0,0,0,0,0
LOC114188566,0,0,0,0,0,0
LOC114181069,0,4,0,0,0,2
LOC114175745,0,24,2,35,8,0
LOC114188614,0,0,0,0,0,0
LOC114194789,0,0,0,0,0,0
LOC114163497,0,0,0,0,0,0
LOC114188655,0,0,0,0,0,0
LOC114188663,0,0,0,0,0,0
LOC114188674,0,0,0,0,0,1
LOC114188690,0,0,0,0,0,0
TRNAD-GUC_2,0,0,0,0,0,0
TRNAT-GGU,0,0,0,0,0,0
LOC114176298,3,2,0,1,0,0
TRNAG-GCC,0,0,0,0,0,0
LOC114180912,5,5,2,20,8,0
LOC114188698,3,1,1,3,1,2
LOC114185701,0,0,0,0,0,0
LOC114188703,0,3,0,1,0,2
LOC114188716,0,0,0,0,0,0
LOC114188724,0,0,0,0,0,0
LOC114188741,0,0,0,0,0,0
LOC114188746,0,0,0,0,0,0
LOC114188764,0,0,0,0,0,0
LOC114177619,0,0,0,0,0,0
LOC114188805,0,0,0,0,0,0
LOC114188815,0,0,0,0,0,0
LOC114188830,0,0,0,0,0,0
LOC114188847,0,0,0,0,0,0
LOC114188858,0,0,0,0,0,0
LOC114185362,115,76,110,85,157,91
LOC114188886,0,0,0,0,0,0
LOC114188893,0,0,0,0,0,0
LOC114163149,482,327,352,415,440,483
LOC114188903,0,0,0,0,0,0
LOC114179893,0,0,0,2,0,0
LOC114186008,47,52,57,67,63,39
LOC114194959,12,42,25,36,36,37
LOC114183995,931,638,1021,515,615,458
LOC114188931,0,0,0,0,0,0
LOC114178975,12,4,6,4,14,6
LOC114186686,149,124,116,146,114,127
LOC114164367,1187,1004,1667,1260,841,1000
LOC114193076,323,336,385,461,359,369
LOC114194342,297,283,358,346,353,270
LOC114188951,0,0,0,0,0,0
LOC114196266,0,0,0,0,0,0
LOC114181391,654,467,564,630,541,387
LOC114181384,2,0,0,0,3,0
LOC114188974,0,0,0,0,0,0
LOC114188982,0,0,0,0,0,0
LOC114178913,198,155,133,77,96,138
LOC114176822,100,55,55,101,90,131
LOC114178611,85,40,6,57,23,61
LOC114181879,464,488,526,457,396,610
LOC114184768,127,105,169,179,134,133
LOC114162387,2,6,4,2,4,2
TRNAH-GUG,0,0,0,0,0,0
LOC114185234,10,11,15,10,6,10
LOC114165575,0,0,0,0,0,0
TRNAH-GUG_1,0,0,0,0,0,0
LOC114189017,0,0,0,0,0,0
LOC114189027,1,0,0,0,0,0
LOC114177283,43,68,63,27,26,58
LOC114165567,0,0,0,0,0,0
LOC114176037,37,32,32,21,18,34
LOC114192750,41,61,65,92,61,53
LOC114164639,2,2,0,4,0,2
LOC114162716,226,186,238,274,226,232
LOC114162735,278,349,321,254,331,226
LOC114195100,2,0,0,8,2,2
LOC114181345,0,0,0,0,0,0
LOC114164319,217,186,226,287,223,266
LOC114176728,169,108,120,115,212,138
LOC114186384,574,451,631,460,630,600
LOC114163647,0,0,2,1,0,0
LOC114194808,36,8,0,31,10,9
LOC114194586,22,6,8,14,18,16
LOC114162887,0,0,0,0,1,0
LOC114186484,236,212,209,219,228,226
LOC114186468,71,64,35,67,80,70
LOC114180547,189,169,156,126,139,149
LOC114180541,279,442,68,631,556,1007
LOC114176507,0,0,0,0,0,0
LOC114162593,0,0,0,0,0,0
LOC114174647,740,798,698,1171,697,1019
LOC114183977,0,0,0,0,0,0
LOC114173903,2,0,0,0,0,2
LOC114192996,219,184,203,247,208,253
LOC114180532,4,0,0,0,2,2
LOC114189098,0,0,0,0,0,0
LOC114189118,0,0,0,0,0,0
LOC114176376,2077,2606,3464,2546,1739,1864
LOC114179356,6,7,4,10,4,12
LOC114169696,18,15,10,18,20,6
LOC114176405,531,405,555,565,552,571
LOC114191664,1534,1434,1312,1562,1423,1440
LOC114193275,305,204,266,338,263,203
LOC114180015,16,18,2,10,17,23
LOC114195666,0,5,0,2,0,27
LOC114178635,32,44,49,50,93,98
LOC114178644,289,270,216,239,266,263
TRNAL-AAG,0,0,0,0,0,0
LOC114189148,0,2,0,0,0,2
LOC114174496,73,88,63,90,113,79
LOC114163945,9,4,4,6,8,4
LOC114173042,8,5,11,19,15,5
LOC114189166,0,0,0,0,0,0
LOC114183814,209,171,132,214,207,236
LOC114164590,1,0,0,0,0,0
TRNAS-UGA,0,0,0,0,0,0
LOC114189194,0,0,0,0,0,0
TRNAS-UGA_1,0,0,0,0,0,0
LOC114182536,135,95,146,162,162,127
LOC114189203,0,0,0,0,0,0
LOC114189213,0,0,0,0,0,0
LOC114189221,3,3,1,2,3,0
LOC114189229,3,1,3,6,6,3
LOC114182556,0,4,0,4,2,0
LOC114182545,84,60,36,110,93,66
LOC114182528,24,14,20,22,14,26
LOC114173826,0,0,0,0,0,0
LOC114178169,378,255,301,213,221,236
LOC114189252,0,0,0,0,0,0
LOC114194359,16,21,14,10,22,16
LOC114163125,64,23,20,6,35,34
LOC114175192,196,173,164,182,157,222
LOC114164206,117,148,117,95,69,107
LOC114174028,20,16,21,17,27,24
LOC114196181,76,84,76,113,76,106
LOC114189284,6,2,2,2,0,4
LOC114189301,0,0,0,0,0,0
LOC114189332,0,0,0,0,0,0
LOC114174038,579,460,591,628,768,769
LOC114177812,79,86,87,108,67,101
LOC114164167,2795,2113,2788,2090,2072,1870
LOC114175365,232,107,126,139,174,97
LOC114173851,0,0,0,0,0,0
LOC114191990,455,358,368,325,360,405
LOC114163130,311,221,129,405,421,290
LOC114163873,110,114,82,200,239,129
LOC114189438,0,0,0,0,0,0
LOC114175354,12,26,14,21,8,16
LOC114185205,999,691,829,1084,1152,901
LOC114189482,0,0,0,0,0,0
LOC114189488,0,0,0,0,0,0
LOC114189455,124,99,102,133,125,152
LOC114173521,2,8,9,14,7,6
LOC114175083,10,13,0,6,0,8
LOC114174079,0,0,0,0,0,0
LOC114192028,330,333,340,418,442,358
LOC114195583,0,0,0,0,0,0
LOC114189498,0,0,0,0,0,0
LOC114174231,273,256,239,274,340,222
LOC114191571,10,6,0,0,2,2
LOC114191580,154,87,82,95,141,89
LOC114163881,0,0,0,0,0,0
LOC114165441,0,0,0,0,0,0
LOC114165538,0,0,0,0,0,0
LOC114181671,0,0,0,0,0,2
LOC114175509,35,34,35,32,30,24
LOC114165488,10,8,2,8,2,8
LOC114184861,685,502,486,619,681,679
LOC114175471,26,38,42,44,25,36
LOC114180271,0,0,0,0,0,0
LOC114165445,0,0,0,0,0,0
LOC114165541,0,0,0,0,0,0
LOC114165495,0,0,0,0,0,0
LOC114194240,534,158,55,269,453,328
LOC114178462,239,186,243,141,204,219
LOC114182857,0,0,0,0,0,0
LOC114183439,221,180,213,226,298,219
LOC114176261,293,248,233,371,406,286
LOC114189519,0,0,0,0,0,0
LOC114175879,6,2,2,2,26,6
LOC114189530,0,0,0,0,0,0
LOC114189540,0,0,0,0,0,0
LOC114165614,0,0,0,0,0,0
LOC114162532,129,73,88,140,181,101
LOC114174519,339,232,404,319,504,393
LOC114163501,15,12,7,20,11,6
LOC114181561,2,2,0,2,0,4
LOC114189561,0,0,0,0,0,0
LOC114179185,6,2,0,0,6,0
LOC114175388,10,0,0,6,0,10
LOC114164597,585,723,626,873,686,718
LOC114189569,0,0,0,0,0,0
LOC114165501,0,0,0,0,0,0
LOC114165457,0,0,0,1,0,2
LOC114180428,0,0,0,0,0,0
LOC114180789,54,38,27,36,53,65
LOC114189588,0,0,0,0,0,0
LOC114189596,0,0,0,0,0,0
LOC114189605,0,0,0,0,0,0
LOC114180867,8,2,4,14,12,0
LOC114179464,1146,845,816,1244,1384,1445
LOC114173916,23,16,19,27,25,43
LOC114163697,0,0,0,0,0,0
LOC114165262,0,0,0,0,0,0
LOC114189636,0,0,0,0,0,0
LOC114163616,0,0,0,0,0,0
LOC114165294,0,0,0,0,0,0
LOC114189644,0,0,0,0,0,0
LOC114189651,0,0,0,0,0,0
LOC114163503,0,0,0,0,0,0
LOC114175900,0,0,0,0,0,0
LOC114176831,58,47,35,56,84,43
LOC114165334,25,21,8,15,32,7
LOC114194655,637,551,551,671,719,619
LOC114186072,1173,966,1128,1369,1345,1091
LOC114174699,8,10,4,4,6,0
LOC114170434,0,0,0,0,0,0
LOC114179272,78,64,64,63,98,64
LOC114181920,20,22,4,13,11,2
LOC114184971,333,269,265,338,320,264
LOC114192475,0,0,0,0,0,0
LOC114189685,0,0,0,0,0,0
LOC114185859,20,17,7,9,16,14
LOC114185850,357,306,442,420,419,326
LOC114188723,22,32,21,43,25,25
LOC114173802,24,21,6,5,36,8
LOC114162308,267,351,305,280,252,323
LOC114165506,0,0,1,0,1,0
TRNAR-ACG,0,0,0,0,0,0
TRNAR-ACG_1,0,0,0,0,0,0
LOC114176904,307,176,109,207,389,394
LOC114194680,163,114,116,132,125,148
LOC114181096,686,543,611,844,916,782
LOC114195651,155,154,137,303,260,314
LOC114165459,0,0,0,0,0,0
LOC114165463,0,0,0,0,0,0
LOC114189712,0,0,0,0,0,0
LOC114173498,171,82,90,222,204,148
TRNAE-UUC,0,0,0,0,0,0
LOC114179487,0,0,0,0,0,0
LOC114194249,265,185,270,298,296,274
LOC114193765,63,73,61,84,77,82
LOC114189720,0,0,0,0,0,0
LOC114195949,110,81,89,107,115,141
LOC114189736,0,0,0,0,0,0
LOC114189743,2,0,0,2,16,26
TRNAK-UUU,0,0,0,0,0,0
TRNAK-UUU_1,0,0,0,0,0,0
LOC114165468,6,4,12,2,22,12
LOC114185653,725,615,685,873,715,675
LOC114162158,0,0,0,2,0,0
LOC114194308,82,133,96,102,81,131
LOC114194723,31,29,50,33,64,43
LOC114185201,218,118,228,201,230,165
LOC114193824,40,10,12,8,8,8
LOC114189753,0,0,0,0,0,0
LOC114175200,51,53,48,36,61,60
LOC114183280,54,62,43,31,32,47
LOC114187259,239,466,193,390,39,57
LOC114194170,364,302,329,236,209,217
LOC114189760,22,20,8,16,18,6
LOC114195250,177,145,88,171,176,188
LOC114179596,96,90,72,113,97,90
LOC114175185,533,444,411,408,355,403
LOC114176599,68,76,54,65,111,86
LOC114195203,0,0,0,0,0,0
LOC114189792,0,0,0,0,0,0
LOC114184915,1040,819,955,1067,1115,746
LOC114163842,222,278,301,169,148,84
LOC114174559,445,305,320,504,493,342
LOC114189806,0,0,0,0,0,0
LOC114173558,57,59,33,51,94,70
LOC114177213,30,35,34,18,28,17
LOC114164044,0,0,0,0,0,0
LOC114164038,0,0,0,0,0,0
LOC114178469,42,10,16,9,18,12
LOC114178559,21,19,13,20,40,49
LOC114189825,0,0,0,0,0,0
LOC114175863,20,21,2,23,22,26
LOC114177905,0,10,4,4,8,16
LOC114164661,18,20,6,39,24,66
LOC114189838,0,0,0,0,0,0
LOC114189845,0,0,0,0,0,0
LOC114189856,0,0,0,0,0,0
LOC114162988,39715,55454,49069,78810,44500,69559
LOC114175419,198,119,213,199,188,192
LOC114189899,0,0,0,0,0,0
LOC114189909,0,0,0,0,0,0
LOC114178142,30,30,45,90,31,37
LOC114184273,472,399,447,614,697,674
LOC114180628,1,0,1,0,0,0
LOC114191709,275,288,349,366,356,320
LOC114185182,431,292,297,382,408,314
LOC114180524,14,6,7,11,7,11
LOC114180759,0,0,0,0,0,0
LOC114165596,0,0,0,0,0,0
LOC114181075,0,0,0,0,0,0
LOC114189955,0,0,0,0,0,0
LOC114189966,0,0,0,0,0,0
LOC114189975,0,0,0,0,0,0
LOC114189986,0,0,0,0,0,0
LOC114181491,0,0,0,0,0,0
LOC114196026,338,316,345,392,347,328
LOC114173452,0,0,0,0,0,0
LOC114192059,1007,717,984,909,794,721
LOC114173451,164,153,120,189,157,176
LOC114190012,0,0,0,0,0,0
LOC114173337,3,18,12,17,26,18
LOC114190025,0,0,0,0,0,0
LOC114164688,7,0,1,1,3,0
LOC114190034,0,0,0,0,0,0
LOC114190042,0,0,0,0,0,0
LOC114194335,279,307,331,626,648,761
LOC114180031,0,0,0,0,0,0
LOC114194575,809,508,502,747,670,702
LOC114162896,0,0,0,0,0,0
LOC114194056,93,57,84,70,105,74
LOC114184092,843,600,545,644,822,670
LOC114184152,116,106,78,91,133,81
LOC114190051,0,0,2,0,0,4
LOC114184547,526,691,579,1331,1050,975
LOC114184425,220,190,249,245,229,238
LOC114193681,119,42,53,90,67,84
LOC114175964,150,131,133,136,129,139
LOC114192804,1007,716,993,905,946,767
LOC114181982,6,7,2,0,4,4
LOC114192565,175,146,188,229,232,206
LOC114174525,48,28,32,18,14,28
LOC114180781,2,8,6,14,6,6
LOC114186869,192,205,239,239,226,249
LOC114182515,936,741,822,987,1072,1027
LOC114177174,94,92,150,134,91,100
LOC114163263,0,0,0,0,0,0
LOC114184478,382,299,451,475,415,404
LOC114188177,16,12,17,15,23,25
LOC114178653,0,0,0,0,0,0
LOC114190098,0,0,0,0,0,3
LOC114195478,8,2,18,12,19,10
LOC114195465,107,104,87,97,120,90
TRNAV-UAC,0,0,0,0,0,0
LOC114184370,131,89,132,84,110,73
LOC114177881,20,14,15,16,14,20
LOC114168486,1250,1025,1481,1693,1236,1194
LOC114194904,1601,1210,1237,1305,1103,1557
LOC114190118,0,0,0,0,0,0
LOC114177315,2898,1414,1382,1055,490,439
LOC114187020,5,0,4,0,0,0
LOC114162265,446,198,289,418,491,361
LOC114178566,78,44,58,23,31,30
LOC114190127,0,0,0,0,0,0
LOC114181014,772,498,642,611,618,567
LOC114181024,0,2,2,0,2,0
LOC114180696,597,563,521,654,615,603
LOC114177803,16,27,16,16,24,4
LOC114186759,250,121,90,140,175,203
LOC114190590,545,354,243,1161,955,657
LOC114190130,0,0,0,0,0,0
LOC114176021,0,0,0,0,2,0
LOC114163969,61,32,32,50,64,67
LOC114195897,28,9,9,22,22,32
LOC114190140,0,0,0,0,0,2
LOC114193650,44,35,46,48,59,33
LOC114192014,0,0,0,0,0,0
LOC114178376,11,22,22,24,20,10
LOC114173810,13,6,12,8,12,7
LOC114164891,695,526,689,932,741,733
LOC114164718,505,445,434,486,390,427
LOC114180691,2,2,0,11,4,2
LOC114175277,14,10,2,9,2,3
LOC114164927,0,0,0,2,4,2
LOC114190172,0,0,0,0,0,0
LOC114190181,0,0,0,0,0,0
LOC114163143,157,131,111,109,141,134
LOC114179267,5557,4071,5447,8764,6495,7101
LOC114173867,9,19,21,9,20,20
LOC114163546,18913,10854,13448,22122,19699,22729
LOC114176699,16,10,7,6,8,2
LOC114193019,312,256,333,351,322,300
LOC114184609,128,105,155,138,133,119
LOC114192607,376,286,372,348,371,273
LOC114180606,0,2,4,4,8,0
LOC114175952,0,0,0,0,0,0
LOC114194713,201,161,133,172,156,101
LOC114191585,224,182,191,178,199,154
LOC114190198,0,0,2,0,2,1
LOC114188452,70,59,73,49,65,53
LOC114190209,0,0,0,0,0,0
LOC114194619,70,64,61,49,56,45
LOC114162821,163,116,138,88,132,164
LOC114192327,134,146,100,85,105,94
LOC114165184,0,0,0,0,0,0
LOC114190217,0,0,0,0,0,0
LOC114190228,0,0,0,0,0,0
LOC114163368,0,0,0,0,0,0
LOC114183789,649,478,474,755,774,651
LOC114163219,0,0,0,0,0,0
LOC114165451,0,0,0,0,0,0
LOC114165523,0,0,0,0,0,0
LOC114194037,68,29,50,34,53,44
LOC114186452,265,223,190,263,361,186
LOC114177605,32,25,29,43,63,32
LOC114165350,790,775,698,736,628,857
LOC114186672,316,348,374,424,290,302
LOC114163282,2,6,10,8,3,4
LOC114178145,430,325,421,386,365,291
LOC114185496,184,89,111,117,161,105
LOC114190257,0,0,0,0,0,0
LOC114176159,68,99,121,116,67,104
LOC114177590,12,14,10,12,24,18
LOC114173539,74,86,113,91,71,108
LOC114164679,0,0,0,0,0,0
LOC114194456,228,170,172,179,211,144
LOC114194935,0,4,2,5,2,4
LOC114194441,93,62,50,83,115,128
LOC114195150,0,0,0,0,0,0
LOC114192723,10,0,0,8,8,12
LOC114192739,0,0,0,0,0,0
LOC114176739,0,0,0,0,0,0
LOC114162874,0,0,0,0,0,0
LOC114174977,8,0,0,2,2,0
LOC114193549,654,600,440,773,812,682
LOC114191500,216,145,153,234,208,177
LOC114192762,346,321,352,444,371,388
LOC114173514,0,0,0,0,0,0
LOC114177709,259,277,279,299,285,259
LOC114194647,2115,2197,2221,1371,849,1022
TRNAV-AAC,0,0,0,0,0,0
LOC114178278,100,102,113,132,130,132
LOC114190280,28,31,33,34,26,16
LOC114178539,727,696,602,751,753,839
LOC114173405,207,190,172,251,202,302
LOC114175129,75,67,62,85,86,83
LOC114175123,26,16,5,32,35,20
LOC114175136,94,69,60,66,57,56
LOC114192952,573,855,696,752,509,720
LOC114179074,610,505,645,778,665,500
LOC114162699,907,600,517,649,844,670
LOC114194297,137,163,223,147,228,190
LOC114173584,0,0,0,0,0,0
LOC114178392,0,0,0,0,0,0
LOC114190312,0,0,0,0,0,0
LOC114178619,568,496,628,825,608,339
LOC114176446,991,690,814,1216,1073,843
LOC114177846,0,0,0,0,0,0
LOC114176140,11,12,12,16,15,25
LOC114190337,0,0,0,0,0,0
LOC114189547,1745,1316,1333,1749,2121,1613
LOC114180169,580,489,509,572,634,533
LOC114190371,0,0,0,0,0,0
LOC114190379,0,0,0,0,0,0
LOC114176543,111,95,111,120,120,148
LOC114194920,323,240,263,339,372,257
LOC114164359,2,0,0,0,0,0
LOC114165589,0,0,0,0,0,0
LOC114181949,284,216,251,269,267,217
LOC114183705,224,201,205,237,208,215
LOC114183730,136,160,276,158,116,64
LOC114183714,212,198,218,224,243,184
LOC114190400,0,0,0,0,0,2
LOC114183735,595,586,658,758,755,789
LOC114190408,0,0,0,0,0,0
LOC114190415,0,0,0,0,0,0
LOC114178427,16,13,13,25,20,38
TRNAS-GCU_1,0,0,0,0,0,0
LOC114176425,66,10,10,30,24,20
LOC114178172,67,62,65,58,67,89
LOC114185350,617,684,597,539,591,525
LOC114195979,443,495,447,576,447,457
LOC114193672,124,73,121,90,115,97
LOC114194561,1129,932,1136,1474,1460,1489
LOC114190432,0,0,0,0,0,0
LOC114176113,550,539,464,524,511,657
LOC114190439,51,30,39,44,50,67
LOC114179957,1453,1807,1802,2064,1496,1515
LOC114191213,9,11,4,9,6,2
LOC114173895,0,0,0,0,0,0
LOC114168410,225,277,307,291,262,225
LOC114173988,10784,12011,9104,16147,8271,10570
LOC114173996,28,16,6,12,57,38
LOC114163573,0,0,0,0,0,0
LOC114182574,382,361,338,364,358,270
LOC114184748,272,203,223,227,226,207
LOC114190447,72,39,47,55,58,49
LOC114186203,663,480,423,721,695,511
LOC114190462,0,0,0,0,0,0
LOC114187996,12,2,5,6,7,2
LOC114195067,6,6,10,2,2,2
LOC114195046,87,86,106,113,110,93
LOC114195060,686,696,722,784,446,657
LOC114190470,0,0,0,0,0,0
LOC114194999,297,210,216,182,274,285
LOC114195053,80,73,89,46,49,39
LOC114195031,31,21,22,40,43,21
LOC114173230,93,70,71,92,82,80
LOC114177372,458,609,565,553,414,610
LOC114162586,204,97,162,119,167,213
LOC114163688,703,849,964,901,710,1077
LOC114190480,0,0,0,0,0,0
LOC114183051,217,216,222,218,162,235
LOC114183042,1040,913,975,1284,1221,1137
LOC114187175,113,80,79,68,108,89
LOC114183001,175,147,274,121,137,158
LOC114186363,20,22,46,38,28,31
LOC114186352,808,768,973,1374,1105,1391
LOC114162672,0,0,0,0,0,0
LOC114181976,236,463,228,301,173,252
LOC114162446,724,571,598,849,847,791
LOC114164028,163,204,212,144,157,253
LOC114195610,259,246,241,320,352,256
LOC114195627,0,0,0,0,0,2
LOC114194415,223,82,106,49,92,68
LOC114190486,2,0,2,2,0,2
LOC114178862,148,174,160,214,91,149
LOC114195209,455,343,424,771,627,803
LOC114179782,0,0,0,0,0,0
LOC114185619,1683,1327,1214,1665,1702,1496
LOC114192576,278,225,234,274,298,266
LOC114187092,174,123,140,133,125,110
LOC114175691,2,3,0,7,0,6
LOC114181180,0,0,0,0,0,0
LOC114192585,55,32,16,37,40,34
LOC114165631,0,0,0,0,0,0
LOC114192356,151,154,92,149,158,240
LOC114181284,0,0,0,0,0,0
LOC114163410,373,705,719,880,524,970
LOC114173691,56,37,12,29,76,58
LOC114162904,196,133,148,160,173,176
LOC114185241,222,172,256,178,213,126
LOC114185257,4,4,0,2,0,2
LOC114185264,288,281,322,305,190,293
LOC114191544,133,108,84,131,160,109
LOC114164391,0,0,0,0,0,6
LOC114174445,42,49,55,77,83,101
LOC114164432,106,78,94,122,119,68
LOC114183168,1028,669,663,977,1006,790
LOC114164152,316,220,238,401,387,383
LOC114184890,75,38,50,58,55,23
LOC114195486,439,324,399,427,430,237
LOC114184130,317,220,219,334,376,276
LOC114165017,0,0,0,0,0,0
LOC114177736,0,0,0,0,0,0
LOC114190503,0,0,0,0,0,0
LOC114179820,0,0,0,1,0,0
LOC114163653,0,0,0,0,0,0
LOC114185813,125,126,124,74,103,90
LOC114177352,117,94,78,134,254,142
LOC114195196,445,620,670,631,445,441
LOC114165290,85,67,79,79,42,97
LOC114180918,1065,851,1205,1133,1174,1073
LOC114181407,44,69,83,47,57,78
LOC114190520,0,0,0,0,0,0
LOC114195429,14,9,8,16,4,17
LOC114181880,0,0,2,0,0,0
LOC114186821,7971,8608,7740,13614,9318,10894
TRNAT-AGU,0,0,0,0,0,0
TRNAT-AGU_1,0,0,0,0,0,0
LOC114181313,51,69,44,80,104,139
LOC114194787,401,288,280,345,364,363
LOC114191752,1433,1323,1520,2107,1462,1208
LOC114173456,171,137,155,126,115,143
LOC114175872,764,986,1329,1254,1305,1589
LOC114165301,0,0,0,0,0,0
LOC114190525,0,0,0,0,0,0
LOC114177079,100,76,102,108,64,112
LOC114177274,46,51,53,65,52,47
LOC114176595,72,54,34,61,43,33
LOC114182339,485,383,482,542,468,485
LOC114182329,333,208,309,375,316,276
LOC114178548,388,348,389,337,351,245
LOC114191375,556,465,500,485,527,378
LOC114175208,746,639,738,563,619,709
LOC114165214,864,843,925,1039,949,1203
LOC114178830,211,225,297,324,200,204
LOC114164838,477,432,458,504,487,457
LOC114174893,3035,3239,4342,4078,3756,4161
LOC114178106,21,10,2,138,10,6
LOC114178787,9,2,4,6,4,0
LOC114178180,1538,1075,1782,829,1158,1340
LOC114183429,39,28,16,75,78,78
LOC114177366,60,39,84,59,97,78
LOC114192617,387,347,327,353,304,285
LOC114193903,0,0,0,0,0,0
LOC114190674,0,0,0,0,0,0
LOC114190759,0,0,0,0,0,2
LOC114178624,2,15,4,4,4,2
LOC114186525,173,113,126,167,169,136
LOC114178202,902,706,568,598,977,782
LOC114178196,104,137,160,142,125,136
LOC114179539,6,8,17,6,10,13
LOC114184872,236,152,175,180,212,180
TRNAN-GUU_1,0,0,0,0,0,0
LOC114195265,102,46,73,69,92,56
LOC114192831,84,51,78,68,69,58
LOC114162640,48,20,14,25,16,24
LOC114181143,274,345,732,244,308,356
LOC114181944,0,0,2,0,2,2
LOC114178181,0,0,0,20,6,0
LOC114173390,110,57,45,78,78,52
LOC114175786,425,341,515,418,392,321
LOC114195390,48,32,29,30,57,59
LOC114195398,89,73,96,78,65,81
LOC114183653,176,133,159,200,191,125
LOC114190541,0,0,0,0,0,0
LOC114163478,0,0,0,0,0,0
LOC114189016,489,461,513,607,612,449
LOC114178031,147,44,46,91,114,81
LOC114173899,17,19,8,32,23,17
LOC114183410,0,0,0,0,0,0
LOC114177561,6,18,2,10,8,28
LOC114165583,0,0,0,0,0,0
LOC114193497,54,54,55,96,94,55
LOC114190547,0,0,0,0,0,0
LOC114190555,0,0,0,0,0,0
LOC114179347,4,0,2,0,4,2
TRNAE-UUC_1,0,0,0,0,0,0
LOC114180787,0,0,0,0,0,0
LOC114173005,927,824,824,806,920,788
LOC114177752,47,73,74,65,46,49
LOC114181013,104,121,129,123,125,82
LOC114162516,161,133,196,113,82,122
LOC114176803,18,30,16,28,33,16
LOC114173817,118,113,82,125,105,125
LOC114162360,16,4,12,7,18,4
LOC114176286,4,4,4,4,10,2
LOC114171362,75,79,69,73,112,75
LOC114181415,33,53,42,56,102,56
LOC114181030,62,54,236,67,97,59
LOC114179872,633,633,711,626,719,486
LOC114179885,2,1,0,6,2,3
LOC114173795,0,0,2,2,2,0
LOC114184876,451,319,359,565,755,431
LOC114185997,151,95,67,101,107,117
LOC114195963,89,77,74,63,71,47
LOC114173553,38,34,12,44,46,28
LOC114184899,237,156,150,228,247,278
LOC114196061,207,129,116,120,144,174
LOC114193048,208,150,146,139,193,146
LOC114162354,148,171,123,138,151,156
LOC114173568,8196,8312,7986,15722,7833,10683
LOC114178347,56,28,57,63,65,21
LOC114178356,37,35,30,23,52,33
LOC114178363,69,47,37,47,89,62
LOC114182505,139,157,133,190,179,98
LOC114178837,12,4,4,2,6,2
LOC114164003,110,50,95,113,89,85
LOC114179662,776,555,675,898,916,590
LOC114193542,54,34,48,39,84,22
LOC114190605,4,2,0,0,6,4
LOC114191745,48,46,2,12,57,46
LOC114176631,463,425,422,493,434,343
LOC114177223,13,35,27,56,47,24
LOC114195279,10,2,2,0,2,4
LOC114162407,0,0,2,0,2,2
LOC114181713,0,0,0,0,4,20
LOC114162572,2579,857,944,4005,3256,2095
LOC114183452,408,296,458,441,342,442
LOC114163679,1012,742,786,1316,1410,1411
LOC114193657,283,336,378,332,462,443
LOC114192125,75,80,54,74,89,101
LOC114193892,245,157,242,241,249,132
LOC114168235,0,0,0,0,0,0
LOC114162423,185,175,137,144,136,159
LOC114162416,281,266,249,165,211,169
LOC114186510,678,717,752,815,699,724
LOC114169071,0,0,0,0,0,0
LOC114179629,10,6,0,0,6,8
LOC114163012,41,24,34,46,52,42
LOC114171114,78,65,65,66,81,98
LOC114191336,378,339,308,406,412,389
LOC114194380,9,10,14,39,16,26
LOC114194802,20,12,0,5,32,14
LOC114196240,0,0,0,0,1,0
LOC114175637,0,0,0,0,0,0
LOC114185627,640,483,565,949,859,751
LOC114193953,182,122,114,139,177,158
LOC114193994,4,5,6,6,5,1
LOC114193961,90,67,87,83,72,64
LOC114193990,10,11,8,8,13,18
LOC114168708,311,257,265,290,228,179
LOC114177952,29,4,23,13,20,2
LOC114176370,8,8,0,0,10,4
LOC114162971,125,97,112,99,117,91
LOC114194151,0,8,0,2,0,2
LOC114186067,0,0,0,0,0,6
LOC114186058,0,0,0,0,0,0
LOC114186040,4,0,2,2,0,2
LOC114186048,6,2,8,4,4,2
LOC114176331,35,72,32,58,52,51
LOC114192013,661,876,795,710,768,1095
LOC114192010,4,4,0,2,0,10
LOC114162753,2,4,0,6,0,2
LOC114177460,254,209,219,289,225,281
LOC114192097,112,141,139,159,172,133
LOC114183147,461,524,484,637,640,602
LOC114162808,22,4,0,6,8,6
LOC114176774,792,517,424,819,351,432
LOC114182060,0,0,0,0,0,0
LOC114164726,497,497,478,614,611,561
LOC114164748,65,37,32,38,59,48
LOC114173652,75,58,40,59,50,52
LOC114190655,24,19,30,26,29,15
LOC114192743,118,71,84,96,112,106
