,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114184020,43,47,32,47,42,82
LOC114183112,20,32,17,17,26,42
LOC114183114,0,0,0,0,0,0
LOC114185029,1062,954,639,913,1036,1660
LOC114186331,46,50,44,37,38,76
LOC114186074,677,937,914,824,853,726
LOC114185991,0,0,0,0,0,0
LOC114184054,162,202,223,199,242,236
LOC114183744,44,156,151,211,211,135
LOC114183356,0,0,0,0,0,0
LOC114183333,126,171,123,155,184,211
LOC114185349,34,46,32,33,50,42
LOC114183638,18,13,24,26,15,23
LOC114185343,235,368,345,321,322,377
LOC114185537,12,10,14,14,20,12
LOC114183747,262,369,354,342,405,422
LOC114185405,112,167,175,142,204,182
LOC114185548,120,139,113,114,127,206
LOC114185059,127,171,122,133,185,179
LOC114183777,6,2,4,8,6,14
LOC114184315,2,0,0,2,2,2
LOC114183998,10,5,4,8,0,4
LOC114185434,40,53,39,41,76,90
LOC114183845,310,394,453,400,343,409
LOC114185852,101,353,582,633,527,610
LOC114185642,17,43,26,32,26,28
LOC114183419,28,24,26,19,31,53
LOC114185341,26,28,21,19,25,36
LOC114184081,6,30,32,34,30,18
LOC114186096,216,272,176,208,308,477
LOC114184216,0,0,0,0,0,0
LOC114184953,205,303,295,243,311,325
LOC114184105,2601,5853,4591,4032,5924,5225
LOC114183691,20,50,82,45,65,38
LOC114183212,49,77,121,80,56,80
LOC114183116,32,20,48,41,42,33
LOC114186317,4,2,0,0,0,4
LOC114186316,124,205,151,112,97,86
LOC114185109,1006,1439,1566,1407,1351,1385
LOC114185905,149,238,157,144,187,184
LOC114185758,0,0,0,0,0,0
LOC114185504,378,638,415,469,544,513
LOC114183428,254,308,289,216,287,277
LOC114185689,0,0,0,0,0,0
LOC114185226,143,209,146,173,180,283
LOC114185254,303,306,271,326,384,534
LOC114183262,0,0,0,0,0,0
LOC114183241,53,80,47,58,80,105
LOC114185247,20,47,29,36,32,42
LOC114185120,110,216,160,162,206,226
LOC114186192,0,2,4,2,0,2
LOC114183866,4,8,10,12,18,17
LOC114183988,105,45,40,42,71,96
LOC114185328,54,197,118,54,118,156
LOC114186116,0,0,0,0,0,0
LOC114183766,48,74,87,90,65,71
LOC114185968,0,0,0,0,0,0
LOC114184258,0,0,0,0,0,0
LOC114184269,0,0,0,0,0,0
LOC114185611,0,0,0,0,0,0
LOC114185609,129,234,238,188,186,270
LOC114185725,0,0,0,0,0,2
LOC114183083,161,267,250,237,330,362
LOC114186222,0,0,0,0,0,0
LOC114183470,929,2359,1500,1475,1612,1601
LOC114183965,4,16,8,8,22,8
LOC114185691,0,0,0,0,0,0
LOC114183367,89,76,56,54,69,100
LOC114183146,827,1461,1237,894,1162,1023
LOC114185974,0,0,0,0,0,0
TRNAY-GUA_5,0,0,0,0,0,0
LOC114184251,89,155,120,118,131,120
LOC114184887,45,39,31,25,40,34
TRNAY-GUA_6,0,0,0,0,0,0
LOC114184024,15,26,23,24,30,23
LOC114184934,235,252,478,304,358,273
LOC114183565,0,0,0,0,0,0
LOC114183600,11,6,12,14,5,8
LOC114183229,440,304,547,564,348,511
LOC114183151,2,4,10,19,0,6
LOC114183081,147,184,150,115,193,232
LOC114184069,41,53,72,48,77,81
TRNAY-GUA_7,0,0,0,0,0,0
LOC114185916,10,10,4,11,18,127
LOC114185552,2,2,0,1,80,44
LOC114185551,0,0,0,0,0,0
LOC114184178,0,2,0,0,0,0
LOC114186062,0,0,0,0,0,0
LOC114186087,0,0,0,0,0,0
LOC114186031,26,30,23,32,32,34
LOC114184049,6,6,4,2,12,8
LOC114186135,0,0,0,0,0,0
LOC114183539,2,2,0,2,0,0
LOC114183537,405,482,364,378,403,446
LOC114185534,20,30,36,26,34,30
LOC114184265,433,723,658,474,651,764
LOC114184629,269,341,414,292,407,365
LOC114186283,20,4,23,23,16,55
LOC114182926,0,0,0,0,0,0
LOC114185887,0,0,4,2,0,0
LOC114184075,8,33,19,16,24,19
LOC114186027,0,0,0,0,0,0
LOC114183117,417,519,483,566,654,800
LOC114186089,0,0,0,0,0,0
LOC114183782,7,4,10,0,7,21
LOC114183403,6,13,4,14,6,16
LOC114183374,13,26,28,23,8,30
LOC114184978,154,242,167,150,157,170
LOC114182979,0,0,0,0,0,0
LOC114185674,2,0,0,4,2,10
LOC114185124,18,8,4,4,12,12
LOC114183546,163,237,179,206,270,356
LOC114185806,137,115,121,107,108,154
TRNAQ-UUG_10,0,0,0,0,0,0
LOC114184078,54,56,46,73,35,126
LOC114184079,8,8,8,6,4,11
LOC114185628,0,0,0,0,2,0
LOC114184299,4,14,6,6,4,0
LOC114183879,6,8,4,10,10,19
LOC114183944,0,0,0,0,0,0
LOC114183315,0,0,0,0,0,0
LOC114184286,0,0,0,0,0,0
LOC114184106,8,6,8,7,10,4
LOC114183319,0,0,0,0,0,0
LOC114183325,0,0,0,0,0,0
LOC114185339,114,130,133,132,140,127
LOC114185420,15,25,14,24,32,39
LOC114185422,0,0,0,0,0,0
LOC114183906,0,0,0,2,0,5
LOC114183956,12,0,12,16,12,18
LOC114184027,113,124,116,158,182,147
LOC114184026,0,2,0,6,2,4
LOC114184321,0,0,0,0,0,0
LOC114183366,52,82,68,80,64,51
TRNAK-CUU_16,0,0,0,0,0,0
LOC114184157,6,12,23,26,12,24
LOC114183504,226,365,263,271,305,422
LOC114186045,0,0,0,0,0,2
LOC114184322,0,0,0,0,0,0
LOC114186225,0,0,0,0,0,0
LOC114184323,0,0,0,0,0,0
LOC114184325,0,0,0,0,0,0
LOC114184326,0,0,0,0,0,0
LOC114183882,6,2,0,0,2,0
LOC114185218,6055,7669,6851,8208,6753,6412
LOC114183012,26,44,26,40,49,85
LOC114183018,89,79,63,70,132,145
LOC114183015,216,308,252,257,329,359
LOC114183014,0,0,0,0,0,0
LOC114183013,25,2,33,11,18,4
LOC114183017,31,57,26,42,59,72
LOC114185747,98,147,150,106,200,278
TRNAG-GCC_9,0,0,0,0,0,0
LOC114184995,117,119,124,135,195,176
TRNAG-GCC_10,0,0,0,0,0,0
LOC114185823,233,258,161,99,169,147
LOC114185833,2,2,2,0,2,4
LOC114184327,0,0,0,0,0,0
LOC114185926,0,0,0,0,0,0
LOC114186344,2,4,0,0,0,0
LOC114186069,20,13,28,47,33,49
LOC114186068,30,46,80,34,32,71
LOC114184811,2,6,4,0,8,24
LOC114183131,2,1,2,8,8,4
LOC114183130,281,444,299,248,309,309
LOC114185985,28,42,34,43,30,54
LOC114185317,62,107,111,77,120,204
LOC114182951,150,219,150,144,285,337
LOC114183745,0,0,0,0,0,0
LOC114183261,22,20,6,22,25,30
LOC114183426,43,76,53,72,89,93
LOC114183536,26,34,48,32,40,36
LOC114185083,136,272,177,195,179,219
LOC114184328,82,74,73,102,75,108
LOC114183584,10,28,26,23,30,56
LOC114185048,138,161,75,140,126,225
LOC114185671,588,529,395,464,592,782
LOC114186113,754,881,776,792,1034,1170
LOC114184329,0,0,0,0,0,0
LOC114184860,0,0,0,0,0,0
LOC114186305,0,0,0,0,0,2
LOC114186304,735,733,728,767,712,830
LOC114183064,0,0,0,0,0,0
LOC114183861,33,24,32,47,57,64
LOC114183368,103,150,143,190,202,233
LOC114183772,67,44,60,36,29,27
LOC114186218,10,2,0,1,14,9
LOC114184330,20,56,33,41,51,43
LOC114184331,4,21,9,11,6,15
LOC114183009,16,12,36,36,36,25
LOC114184910,163,276,434,255,378,394
LOC114185417,28,43,58,37,40,77
LOC114183324,0,2,0,6,0,0
LOC114183028,140,162,183,206,196,223
LOC114185413,8,4,10,6,7,10
TRNAA-AGC_10,0,0,0,0,0,0
LOC114185329,104,138,94,131,144,158
LOC114185384,298,299,247,148,215,382
LOC114186115,0,0,0,2,4,6
LOC114185794,14,18,10,16,17,26
LOC114185931,0,0,0,0,0,0
LOC114185128,160,177,176,177,244,298
LOC114183343,0,0,0,2,0,4
LOC114184333,0,0,0,0,0,2
LOC114185858,216,371,357,220,307,442
LOC114185556,128,178,212,209,248,203
LOC114184254,0,2,0,0,0,0
LOC114183237,0,0,0,0,0,0
LOC114183596,221,361,858,376,1263,554
LOC114184010,0,0,2,0,0,0
LOC114183471,73,111,59,75,56,83
LOC114186034,2,2,2,2,1,4
LOC114183797,0,0,0,0,0,0
LOC114185458,378,472,308,379,408,510
LOC114184257,0,0,0,0,0,0
LOC114184334,0,0,0,0,0,0
LOC114185419,3132,4190,3651,4170,3644,2764
LOC114185994,108,156,98,125,139,176
LOC114186365,6,2,24,19,8,6
LOC114185777,6555,5968,6620,5659,6169,6929
TRNAY-GUA_8,0,0,0,0,0,0
LOC114183245,2,6,10,2,2,39
LOC114183752,63,33,46,44,32,64
LOC114183829,4,4,12,6,10,2
LOC114184008,19,28,33,54,47,66
LOC114185932,0,0,0,0,2,0
LOC114186054,95,239,166,118,166,197
LOC114185699,60,74,82,78,100,96
LOC114185041,382,409,341,337,335,408
LOC114184232,0,0,2,4,2,2
LOC114184006,6,28,22,14,14,16
LOC114185019,70,113,83,116,88,85
LOC114184132,32,50,45,41,52,56
LOC114184335,0,0,0,0,0,0
LOC114185698,2,0,4,4,6,4
LOC114185052,96,127,171,109,92,149
LOC114183533,11,4,4,10,4,8
LOC114183215,0,0,0,0,0,0
LOC114184336,0,0,0,0,0,0
LOC114185522,105,108,138,86,278,418
LOC114184337,0,0,0,0,0,0
LOC114183612,14,15,31,20,28,37
LOC114185365,16,16,16,26,18,40
LOC114183857,6,0,0,0,0,8
LOC114185927,76,101,94,108,120,105
LOC114184338,0,0,0,0,0,0
LOC114185336,110,265,235,234,233,147
LOC114185335,8,0,2,4,14,14
LOC114185505,0,4,2,0,2,2
LOC114184053,0,5,0,3,6,2
LOC114183446,0,2,4,0,0,8
LOC114183628,24,60,34,59,53,46
LOC114183864,25,18,2,26,20,63
LOC114183531,125,108,89,168,188,274
TRNAK-UUU_13,0,0,0,0,0,0
LOC114183980,6,24,8,4,14,56
LOC114184940,0,0,0,0,0,8
LOC114184339,0,0,0,0,0,0
LOC114183950,4,0,0,0,0,2
LOC114184874,524,532,395,465,583,779
LOC114185474,126,169,121,85,122,205
LOC114183904,0,2,6,2,4,17
LOC114185648,14,21,14,42,33,99
LOC114185649,1,3,6,2,7,9
LOC114184341,0,0,0,0,0,0
LOC114182976,0,0,2,0,1,0
LOC114183818,8,11,8,22,44,224
LOC114184345,0,0,0,0,0,0
LOC114182930,0,0,0,0,0,0
LOC114182929,8,14,10,11,112,356
LOC114184346,0,0,0,0,0,0
LOC114184347,0,0,0,0,0,0
LOC114185880,0,0,0,0,0,2
LOC114186070,0,0,0,0,0,1
LOC114185959,0,0,0,0,2,0
LOC114186314,0,0,0,0,0,0
LOC114185802,0,2,0,0,2,0
LOC114183599,9,14,4,16,16,16
LOC114184348,0,0,0,0,0,0
LOC114184349,0,0,0,0,0,0
LOC114183817,16,20,6,23,28,33
LOC114184350,1,0,0,0,2,0
LOC114185851,60,90,74,71,91,102
LOC114185860,0,0,0,0,0,0
LOC114185208,116,187,189,164,196,233
LOC114184351,0,0,0,0,0,0
LOC114186379,5,1,2,6,7,2
LOC114186380,2,0,0,2,1,3
LOC114186381,0,0,0,0,0,2
LOC114185681,64,67,88,62,89,86
LOC114186423,0,0,0,0,0,0
LOC114186362,0,0,0,0,0,0
LOC114183964,2,2,0,2,8,24
LOC114183425,9922,13518,10795,9871,10094,10042
LOC114184352,0,0,0,0,0,0
LOC114184353,0,0,0,0,0,0
LOC114183139,0,4,0,0,4,0
LOC114183302,36,71,98,58,77,67
LOC114183301,0,0,0,0,0,2
LOC114184354,0,0,0,0,0,0
LOC114184355,0,0,0,0,0,0
LOC114183076,0,2,0,0,0,0
LOC114183075,0,4,0,0,0,2
LOC114182993,0,0,0,0,0,0
LOC114182939,7,31,28,19,8,8
LOC114186149,0,0,0,0,0,0
LOC114184356,0,0,0,0,0,0
LOC114183234,99,150,154,123,149,161
LOC114185433,114,265,158,103,150,284
LOC114184358,0,0,0,0,0,0
LOC114185444,141,226,240,222,179,212
LOC114184875,1043,1260,1447,1303,1023,1245
LOC114183801,448,776,929,1547,686,714
LOC114183560,322,543,310,541,608,672
LOC114186055,0,0,0,0,0,0
LOC114183634,2,8,0,0,10,8
LOC114185893,185,244,324,268,239,213
LOC114183890,0,0,0,0,0,0
LOC114186142,0,0,0,0,0,0
LOC114184289,8,0,11,5,4,18
LOC114185292,36,59,41,22,45,63
LOC114183828,180,413,362,203,541,442
LOC114186065,0,0,0,0,0,0
LOC114183990,0,0,0,0,0,0
LOC114183781,11,1,10,1,3,27
LOC114183021,435,205,202,166,220,306
LOC114183411,62,79,38,64,160,246
LOC114185555,252,108,259,210,80,114
TRNAP-AGG_5,0,0,0,0,0,0
LOC114184101,31,44,49,93,70,24
LOC114185735,30,133,105,161,157,93
LOC114183310,407,697,676,620,808,982
LOC114183478,175,286,369,237,349,246
LOC114185080,14,25,6,23,16,37
LOC114183685,67,60,35,55,58,97
LOC114184305,19,41,39,44,47,50
LOC114186057,0,2,0,2,2,0
LOC114186297,19,42,19,36,32,46
LOC114184361,0,0,0,0,0,0
TRNAV-CAC_11,0,0,0,0,0,0
LOC114183225,125,121,111,114,148,217
LOC114184362,2,0,0,0,2,14
LOC114184094,11,26,24,30,27,42
LOC114183291,92,143,147,148,121,96
LOC114183510,101,100,55,129,144,339
LOC114185972,2,4,0,0,0,0
LOC114183841,73,69,85,80,97,80
LOC114184025,96,161,193,187,199,237
LOC114184831,1890,2510,3319,2659,2222,1601
LOC114185830,35,20,30,28,18,26
LOC114184109,263,234,291,259,166,176
LOC114184110,261,261,334,303,213,240
LOC114184261,22,37,38,27,26,50
LOC114184063,2,13,16,8,14,27
LOC114183171,26,23,14,25,37,23
LOC114183172,0,3,0,4,0,3
LOC114183605,0,1,0,0,0,0
LOC114183604,264,355,335,256,347,321
LOC114185697,0,0,0,0,0,0
LOC114183625,0,0,0,0,0,0
LOC114185803,0,0,0,0,0,0
LOC114186291,0,0,0,0,0,0
LOC114185238,90,187,95,143,138,193
LOC114184363,0,3,2,0,0,2
LOC114183045,13,35,42,44,44,79
LOC114185723,1373,1609,1210,1335,1162,1092
LOC114182917,87,96,102,123,138,154
LOC114185709,0,0,0,0,0,0
LOC114185722,0,0,0,0,0,0
LOC114182923,0,0,0,0,0,0
LOC114185360,85,247,230,185,128,151
LOC114183248,42,87,71,84,90,63
LOC114184055,2671,3719,2258,3225,2220,1924
LOC114184365,0,0,0,0,0,0
LOC114184196,4,2,4,2,4,6
LOC114183839,12,0,6,4,0,6
LOC114183957,21,38,22,23,34,49
LOC114184082,2,0,0,0,0,0
LOC114183289,0,0,0,0,0,0
LOC114185969,0,0,2,2,0,0
LOC114182996,43,40,59,89,41,86
LOC114185919,1,0,0,4,0,0
LOC114183881,82,102,132,99,73,92
LOC114185717,1392,1101,1277,1313,897,1018
LOC114185246,61,91,67,73,106,126
LOC114184366,0,0,0,0,0,0
LOC114185787,257,436,259,274,291,483
LOC114183143,18,71,17,49,47,70
LOC114185282,150,285,167,169,233,338
LOC114183416,38,56,32,41,46,66
LOC114183774,617,791,589,673,675,843
LOC114185334,123,162,117,138,122,149
LOC114183843,0,0,2,0,0,2
LOC114185488,1934,3979,2008,2890,3284,3862
LOC114185489,61,92,96,68,78,129
LOC114184368,0,0,0,0,0,0
LOC114184369,0,0,0,0,0,0
LOC114183286,12,82,121,64,44,119
LOC114183330,238,366,282,273,395,553
LOC114184886,3,0,0,0,4,0
LOC114186164,0,0,0,0,0,0
LOC114186270,0,0,0,0,0,0
LOC114186015,0,0,0,0,0,0
LOC114185761,3,6,6,6,6,13
LOC114185440,39,50,30,54,38,73
LOC114184371,0,0,0,0,0,0
LOC114184372,0,0,0,0,0,0
LOC114185443,0,0,0,0,0,0
LOC114185441,0,0,0,0,0,0
LOC114185442,40,72,38,55,59,78
LOC114184373,0,0,0,0,0,0
LOC114185327,32,28,32,40,44,71
LOC114183947,18,28,20,22,36,42
LOC114183103,38,48,34,30,40,65
LOC114182922,0,0,0,0,0,0
LOC114186243,0,0,0,0,0,0
LOC114184374,0,0,0,0,0,0
LOC114183682,0,0,0,0,0,0
LOC114183656,0,0,0,0,0,0
LOC114183473,198,243,214,224,248,263
LOC114185492,33,56,68,66,56,83
LOC114184291,31,4,9,35,16,7
LOC114185202,13,36,21,24,39,24
LOC114185085,1,1,2,0,0,1
LOC114185539,45,42,42,46,32,35
LOC114184234,8,7,58,21,13,24
LOC114184997,63,91,77,87,82,87
LOC114183299,0,0,0,0,0,0
LOC114185515,60,94,61,86,75,70
LOC114186275,4,6,6,4,2,22
LOC114186276,11,32,15,18,16,41
LOC114184005,39,17,56,26,21,35
LOC114185912,0,0,0,0,0,0
LOC114184375,0,0,0,0,0,0
LOC114185826,0,5,4,0,0,0
LOC114184125,0,0,0,0,0,0
LOC114183431,0,0,0,0,0,0
LOC114183987,2,10,8,14,10,34
LOC114184271,0,0,0,4,0,0
LOC114184951,0,0,2,0,0,2
LOC114184950,65,121,93,125,120,152
LOC114182948,46,51,22,33,37,52
LOC114183506,16,20,9,12,14,13
LOC114183959,16,30,25,33,39,49
LOC114182965,1300,1322,1174,1076,992,1059
LOC114185780,0,4,2,6,2,2
LOC114184073,0,4,10,10,0,0
LOC114183372,0,0,0,0,0,0
LOC114184377,0,0,0,0,0,0
LOC114184378,0,0,0,0,0,0
LOC114183183,0,0,0,0,0,0
LOC114183754,0,0,2,0,0,0
LOC114184380,0,0,0,1,0,1
LOC114185401,32,20,40,23,32,28
LOC114184093,144,146,148,187,173,170
LOC114185672,2,4,0,4,0,2
LOC114185280,95,95,77,117,142,147
LOC114183000,0,0,0,0,0,0
LOC114186111,4,9,4,2,4,2
LOC114186188,0,0,0,0,0,0
LOC114186102,270,423,342,401,368,382
LOC114183204,0,0,0,0,0,0
LOC114185620,301,401,354,267,323,283
LOC114185113,834,1566,1497,1151,1073,1314
LOC114185637,58,132,145,100,102,106
LOC114186106,0,0,0,0,0,0
LOC114185269,170,212,201,183,225,250
LOC114184381,0,0,0,0,0,0
LOC114184382,0,0,0,0,0,0
LOC114183027,87,134,78,94,111,247
LOC114183620,26,56,18,13,2,10
LOC114184383,0,0,0,0,0,0
LOC114183657,116,261,114,155,104,101
LOC114184385,0,0,0,0,0,0
LOC114185768,214,271,244,187,360,426
LOC114183309,0,0,0,0,0,0
LOC114183520,142,114,137,123,128,117
LOC114184635,0,0,0,0,0,0
LOC114184141,2,0,0,0,0,4
LOC114184386,0,0,0,0,0,0
LOC114184388,0,0,0,0,0,0
LOC114184293,2,1,0,1,0,0
LOC114184810,3,14,15,24,20,18
LOC114186148,0,0,0,0,0,0
LOC114183206,2,2,2,4,2,2
LOC114184504,0,0,0,4,0,1
LOC114186159,2,0,0,0,0,2
LOC114184973,79,134,72,72,90,116
LOC114186328,169,251,201,178,191,242
LOC114185450,228,302,271,232,233,286
LOC114185393,117,171,156,171,167,313
LOC114185487,157,160,123,178,196,214
LOC114183603,29,47,34,52,44,86
LOC114183132,82,43,59,54,65,109
LOC114185056,0,0,0,0,0,0
LOC114185057,1325,1325,1296,1485,1779,2522
LOC114185058,19,13,19,19,16,24
LOC114184948,625,991,759,765,819,1087
LOC114186181,18,12,14,8,16,8
LOC114185988,52,79,64,87,75,104
TRNAY-GUA_9,0,0,0,0,0,0
LOC114186434,0,0,0,0,0,0
LOC114185116,611,788,474,551,648,638
LOC114183066,159,249,225,175,200,181
LOC114184390,40,73,36,61,26,49
LOC114184883,0,0,0,0,1,0
LOC114184882,152,162,160,179,134,186
LOC114184880,0,0,2,2,6,2
LOC114184881,0,0,0,0,0,1
LOC114185639,0,0,0,0,0,0
LOC114186397,0,0,0,0,0,0
LOC114185641,44,50,35,41,49,46
LOC114184391,7,5,6,2,4,4
LOC114185640,13,13,14,16,18,17
LOC114185564,52,8,4,10,4,44
LOC114184028,12,16,26,14,12,33
LOC114183487,520,861,681,756,1021,1164
LOC114183602,27,44,25,34,46,60
LOC114183124,109,144,110,142,188,411
LOC114183846,66,72,101,110,139,164
LOC114185900,55,85,51,75,73,94
LOC114185825,4,6,12,16,21,20
LOC114184392,0,0,0,0,0,0
LOC114182983,8,4,16,8,0,2
LOC114186129,0,0,0,0,0,0
LOC114183849,173,176,137,163,216,235
LOC114186229,43,78,51,92,41,87
LOC114184241,0,0,2,0,0,0
LOC114185924,0,0,0,0,0,0
LOC114184300,0,0,0,0,0,0
LOC114185925,0,0,0,0,0,0
LOC114184288,0,0,0,0,0,0
LOC114185946,0,0,0,0,0,0
LOC114184266,0,0,0,0,0,0
LOC114184713,0,0,0,0,0,0
LOC114184395,0,0,0,0,0,0
LOC114184066,0,2,0,0,0,0
LOC114184396,0,0,0,0,0,0
LOC114185547,211,329,254,251,265,318
LOC114185123,155,177,151,162,177,252
TRNAK-UUU_14,0,0,0,0,0,0
LOC114184397,0,0,0,0,0,0
LOC114185678,40,40,32,34,46,63
LOC114185044,33,65,69,61,96,69
LOC114185227,2,0,0,0,8,30
LOC114185228,114,66,72,81,62,113
LOC114186174,10,2,8,10,10,20
LOC114183940,6,4,10,12,25,33
LOC114184398,0,1,0,0,0,0
LOC114183336,2,2,0,4,2,3
LOC114186205,0,0,0,0,0,0
LOC114184399,0,0,0,0,0,0
LOC114184400,0,0,0,0,0,0
LOC114185214,82,223,153,127,188,205
LOC114186300,196,250,283,143,223,360
LOC114183784,243,237,208,353,359,511
LOC114184402,6,6,4,2,0,4
LOC114184954,178,243,260,174,262,381
LOC114184296,0,0,2,0,0,0
LOC114184295,0,0,0,0,0,0
LOC114184403,0,0,0,0,0,0
LOC114184404,0,0,0,0,0,0
LOC114184405,0,0,0,0,0,0
LOC114186338,148,208,123,143,171,306
LOC114186339,242,365,259,293,320,354
LOC114185321,96,142,150,94,121,162
LOC114183727,30,73,62,50,42,51
LOC114184118,214,258,282,241,216,206
LOC114183568,345,330,236,358,500,700
LOC114182942,0,0,0,0,0,0
LOC114186315,0,0,0,0,0,0
LOC114183544,194,310,251,194,164,136
LOC114186298,2,10,8,10,10,4
LOC114184889,585,740,533,514,675,736
LOC114186427,0,0,0,0,0,0
LOC114185702,614,702,710,606,704,1032
LOC114184408,0,0,0,0,0,0
LOC114184317,0,0,0,0,0,0
LOC114186425,0,0,0,0,0,0
LOC114183104,898,755,680,967,1017,1675
LOC114183323,8,6,2,2,4,4
LOC114185719,10,6,5,6,12,16
LOC114185356,664,645,478,509,655,1078
LOC114183869,78,81,106,136,118,195
LOC114185477,12,22,10,6,20,22
LOC114182924,0,0,0,0,0,0
LOC114183108,310,653,425,460,334,452
LOC114184411,146,163,172,152,136,212
LOC114185479,86,91,45,94,59,90
LOC114185908,208,345,261,301,350,424
LOC114184278,0,0,0,0,0,0
LOC114185502,4,12,10,8,8,8
LOC114185708,6,2,2,4,4,4
LOC114185161,0,2,0,0,2,0
LOC114185159,73,92,68,74,90,87
LOC114185160,78,185,119,138,149,154
LOC114183259,91,204,132,154,176,149
LOC114186383,0,0,2,0,0,0
LOC114186394,0,0,0,0,0,0
LOC114186372,0,0,0,2,0,0
LOC114186395,0,0,0,1,0,0
LOC114186433,0,0,0,0,0,0
LOC114186422,0,0,0,0,0,0
LOC114186393,0,0,0,0,0,0
LOC114184144,2,4,2,0,4,4
LOC114183295,1265,1393,1521,1884,2142,2698
LOC114185805,637,1005,1007,895,911,671
LOC114184057,11,10,8,16,8,14
LOC114186097,0,0,0,0,0,0
LOC114183127,0,0,0,0,0,0
LOC114183737,0,0,0,0,2,0
LOC114184414,0,0,0,0,0,0
LOC114183340,189,221,276,211,283,326
LOC114186330,32,38,33,21,47,63
LOC114184415,2,1,1,3,10,10
TRNAS-UGA_5,0,0,0,0,0,0
TRNAS-UGA_6,0,0,0,0,0,0
LOC114185519,88,139,109,159,140,111
LOC114185011,82,86,95,77,93,99
LOC114186378,0,2,0,0,0,3
LOC114183530,73,104,86,117,109,195
LOC114184416,0,0,0,0,0,0
LOC114185694,91,197,135,146,176,195
TRNAK-UUU_15,0,0,0,0,0,0
LOC114184417,0,0,0,0,0,0
LOC114184064,469,717,674,598,701,561
LOC114183805,16,8,12,12,10,32
LOC114183773,33,48,26,46,32,51
LOC114183911,0,0,0,0,2,0
LOC114184177,0,0,0,0,0,0
LOC114185807,2,0,0,0,0,0
LOC114183720,18,21,11,14,18,38
LOC114186123,0,0,0,0,0,0
LOC114183163,6,10,6,15,14,24
LOC114184038,0,0,0,0,0,0
LOC114184418,0,0,0,0,0,0
LOC114184256,9,17,4,3,11,6
LOC114182974,0,0,0,0,0,0
LOC114183712,201,237,152,218,271,392
LOC114183230,16,17,8,26,16,15
LOC114183030,37,75,66,60,78,53
LOC114184419,0,0,0,0,0,0
LOC114184420,0,0,0,0,0,0
LOC114184421,0,0,0,0,0,0
LOC114184422,0,0,0,0,0,0
LOC114185462,32,41,26,28,16,33
LOC114185766,136,137,80,92,139,157
LOC114185971,0,0,0,0,0,0
LOC114184423,0,0,0,0,0,0
LOC114184424,0,0,0,0,0,0
LOC114185739,0,0,0,0,0,0
LOC114184426,0,0,0,0,0,0
LOC114185801,0,0,0,0,0,0
LOC114185849,0,0,0,0,0,0
LOC114184427,0,0,0,0,0,0
LOC114184428,0,0,0,0,0,0
LOC114185992,0,0,0,0,0,0
LOC114184429,0,0,0,0,0,0
LOC114185874,0,0,0,0,0,0
LOC114184474,0,0,0,0,0,0
LOC114184431,0,0,0,0,0,0
LOC114183525,0,0,0,0,0,0
LOC114183202,9,30,16,31,14,31
LOC114184433,0,0,0,0,0,0
LOC114186012,0,0,0,0,0,0
LOC114185933,0,0,0,0,0,0
LOC114186099,0,0,0,0,0,0
LOC114184086,0,0,0,0,0,0
LOC114184434,0,0,0,0,0,0
LOC114184435,4,2,4,2,2,0
LOC114184436,0,0,0,0,0,0
LOC114183541,14849,13423,3729,2951,6436,37827
LOC114184437,0,0,0,0,0,0
LOC114184438,0,0,0,0,0,0
LOC114184298,121,6,11,4,2,225
LOC114184440,0,0,0,0,0,0
LOC114184214,197,0,10,18,8,82
LOC114183655,1566,633,502,484,441,684
LOC114184442,0,0,0,0,0,0
LOC114184443,0,0,0,0,0,0
LOC114184444,0,0,0,0,0,0
LOC114184445,28,0,2,4,2,33
LOC114184283,6,0,0,0,0,0
LOC114184446,2,0,0,0,0,0
LOC114184274,452,20,26,32,22,448
LOC114184212,194,5,14,20,20,204
LOC114184226,0,0,0,0,0,0
LOC114182928,4,4,2,0,4,9
LOC114184450,0,0,0,0,0,0
LOC114185690,172,194,115,106,200,213
LOC114184949,85,174,109,130,162,209
LOC114183331,41,45,22,49,40,52
LOC114183502,53,52,47,49,81,90
LOC114184451,0,0,0,0,0,0
LOC114184279,1105,1454,928,1020,1345,1421
LOC114185464,103,138,114,168,156,196
LOC114185200,27,34,43,37,69,52
LOC114184809,12,10,16,27,31,46
LOC114184452,27,48,38,40,46,41
LOC114185877,71,67,66,81,45,196
LOC114185112,233,454,321,318,337,344
LOC114183386,85,95,89,84,118,97
LOC114183482,0,0,0,0,0,0
LOC114185743,317,472,412,419,383,440
LOC114185744,9,8,11,2,6,12
LOC114184813,0,0,0,0,0,0
LOC114183631,98,0,0,8,2,55
LOC114184453,0,0,0,0,0,0
LOC114183877,0,2,0,0,0,0
LOC114184454,0,0,0,0,0,0
LOC114184171,42,8,4,4,6,97
LOC114185446,157,173,151,199,165,182
LOC114186430,0,0,0,0,0,0
LOC114185999,12,2,0,0,10,33
LOC114184455,0,0,0,0,0,0
LOC114184456,50,3,0,0,8,63
LOC114184457,0,0,0,0,0,0
LOC114183871,0,0,0,0,0,0
LOC114186232,0,0,0,0,0,0
LOC114184458,0,0,0,0,0,0
LOC114184459,0,0,0,0,0,0
LOC114184460,0,0,0,0,0,0
