,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114184939,108,153,124,135,134,171
LOC114163197,0,24,0,0,2,16
LOC114188475,0,0,0,0,0,0
LOC114174858,32,38,31,39,28,42
LOC114165649,0,0,0,0,0,0
LOC114188545,0,0,0,0,0,0
LOC114188556,0,0,0,0,0,0
LOC114188566,0,0,0,0,0,0
LOC114181069,2,0,1,0,0,0
LOC114175745,19,37,23,49,40,47
LOC114188614,0,0,0,0,0,0
LOC114194789,0,0,0,0,0,0
LOC114163497,0,0,0,0,0,0
LOC114188655,0,0,0,0,0,0
LOC114188663,0,0,0,0,0,0
LOC114188674,0,0,0,0,0,0
LOC114188690,0,0,0,0,0,0
TRNAD-GUC_2,0,0,0,0,0,0
TRNAT-GGU,0,0,0,0,0,0
LOC114176298,0,1,0,0,1,0
TRNAG-GCC,0,0,0,0,0,0
LOC114180912,12,4,5,5,10,20
LOC114188698,0,0,0,0,0,0
LOC114185701,0,0,0,0,0,0
LOC114188703,0,0,0,0,0,0
LOC114188716,0,0,0,0,0,0
LOC114188724,0,0,0,0,0,0
LOC114188741,0,0,0,0,0,0
LOC114188746,0,0,0,0,0,0
LOC114188764,0,0,0,0,0,0
LOC114177619,0,0,0,0,1,0
LOC114188805,0,0,0,0,0,0
LOC114188815,0,0,0,0,0,0
LOC114188830,0,0,0,0,0,0
LOC114188847,0,0,0,0,0,0
LOC114188858,0,0,0,0,0,0
LOC114185362,68,109,71,60,91,136
LOC114188886,0,0,0,0,0,0
LOC114188893,0,0,0,0,0,0
LOC114163149,140,291,280,259,343,275
LOC114188903,0,0,0,0,0,0
LOC114179893,0,0,0,0,0,0
LOC114186008,30,27,45,54,48,81
LOC114194959,30,42,51,45,25,18
LOC114183995,104,181,195,174,233,370
LOC114188931,0,0,0,0,0,0
LOC114178975,0,0,0,0,2,2
LOC114186686,95,88,96,96,84,157
LOC114164367,311,378,349,286,479,680
LOC114193076,222,249,232,276,271,232
LOC114194342,231,266,217,188,218,291
LOC114188951,0,0,0,0,0,0
LOC114196266,0,0,0,0,0,0
LOC114181391,238,218,158,229,271,494
LOC114181384,2,4,0,0,5,0
LOC114188974,0,0,0,0,0,0
LOC114188982,0,0,0,0,0,0
LOC114178913,44,47,99,93,66,42
LOC114176822,42,50,56,62,28,48
LOC114178611,18,6,12,6,10,17
LOC114181879,614,709,633,763,985,1287
LOC114184768,131,152,81,108,115,172
LOC114162387,2,4,0,8,0,2
TRNAH-GUG,0,0,0,0,0,0
LOC114185234,2,10,3,4,6,12
LOC114165575,0,0,0,0,0,0
TRNAH-GUG_1,0,0,0,0,0,0
LOC114189017,0,0,0,0,0,0
LOC114189027,0,0,0,0,0,0
LOC114177283,34,29,22,25,33,45
LOC114165567,0,0,0,0,0,0
LOC114176037,14,14,4,15,10,10
LOC114192750,59,58,61,62,41,46
LOC114164639,0,0,0,0,2,0
LOC114162716,115,121,149,101,95,126
LOC114162735,314,450,375,372,371,588
LOC114195100,0,2,0,0,0,12
LOC114181345,0,0,0,0,0,0
LOC114164319,95,200,133,101,209,225
LOC114176728,74,82,79,76,90,68
LOC114186384,111,293,273,211,274,448
LOC114163647,0,0,0,0,0,0
LOC114194808,0,0,0,2,2,0
LOC114194586,4,2,2,2,4,8
LOC114162887,0,0,0,0,0,0
LOC114186484,130,212,176,238,227,208
LOC114186468,38,61,18,71,46,86
LOC114180547,117,117,130,142,123,127
LOC114180541,834,1095,727,474,1004,763
LOC114176507,0,0,0,0,0,0
LOC114162593,0,0,0,0,0,0
LOC114174647,1328,1261,835,986,918,1098
LOC114183977,0,0,0,0,0,0
LOC114173903,0,4,4,0,0,0
LOC114192996,88,115,105,126,183,137
LOC114180532,0,2,2,0,2,0
LOC114189098,0,0,0,0,0,0
LOC114189118,0,0,0,0,0,0
LOC114176376,563,772,871,655,657,624
LOC114179356,2,4,2,12,6,10
LOC114169696,6,10,16,2,10,14
LOC114176405,329,398,318,400,516,443
LOC114191664,786,1211,1159,1155,1142,1409
LOC114193275,138,219,188,208,146,142
LOC114180015,0,8,1,4,2,3
LOC114195666,0,0,0,0,0,0
LOC114178635,22,12,14,14,109,144
LOC114178644,155,233,227,217,219,217
TRNAL-AAG,0,0,0,0,0,0
LOC114189148,0,0,0,0,0,0
LOC114174496,40,74,47,74,40,59
LOC114163945,10,9,10,4,4,6
LOC114173042,0,0,0,0,0,0
LOC114189166,0,0,0,0,0,0
LOC114183814,105,138,111,134,96,118
LOC114164590,0,0,0,0,0,0
TRNAS-UGA,0,0,0,0,0,0
LOC114189194,0,0,0,0,0,0
TRNAS-UGA_1,0,0,0,0,0,0
LOC114182536,23,52,20,37,28,80
LOC114189203,0,0,0,0,0,0
LOC114189213,0,0,0,0,0,0
LOC114189221,0,0,0,0,0,0
LOC114189229,0,0,0,0,0,0
LOC114182556,4,2,3,0,2,6
LOC114182545,12,32,16,27,31,37
LOC114182528,0,12,4,8,4,5
LOC114173826,0,0,0,0,0,0
LOC114178169,40,52,42,129,78,172
LOC114189252,0,0,0,0,0,0
LOC114194359,12,20,4,12,10,10
LOC114163125,2,2,4,3,1,7
LOC114175192,120,164,146,144,251,293
LOC114164206,52,98,106,110,111,93
LOC114174028,14,50,33,8,65,151
LOC114196181,90,109,79,97,104,115
LOC114189284,4,4,8,2,8,2
LOC114189301,0,0,0,0,0,0
LOC114189332,0,0,0,0,0,0
LOC114174038,482,841,597,650,679,728
LOC114177812,71,107,61,90,73,55
LOC114164167,849,1508,1286,1294,1328,1111
LOC114175365,64,101,88,100,62,156
LOC114173851,0,0,0,0,0,0
LOC114191990,149,303,270,226,301,237
LOC114163130,296,306,376,409,341,546
LOC114163873,219,418,286,356,311,342
LOC114189438,0,0,0,0,0,0
LOC114175354,11,6,8,7,16,26
LOC114185205,819,1129,800,892,983,976
LOC114189482,0,0,0,0,0,0
LOC114189488,0,0,0,0,0,0
LOC114189455,62,96,83,98,99,125
LOC114173521,0,0,5,2,4,2
LOC114175083,0,0,0,0,2,0
LOC114174079,0,0,0,0,0,0
LOC114192028,142,229,240,231,277,285
LOC114195583,0,0,0,0,0,0
LOC114189498,0,0,0,0,0,0
LOC114174231,228,256,266,257,294,406
LOC114191571,0,0,0,0,2,0
LOC114191580,61,88,101,77,70,94
LOC114163881,0,0,0,0,0,0
LOC114165441,0,0,0,0,0,0
LOC114165538,0,0,0,0,0,0
LOC114181671,1,2,0,3,1,0
LOC114175509,18,21,21,36,42,45
LOC114165488,0,6,7,10,4,4
LOC114184861,221,395,320,323,337,371
LOC114175471,12,28,36,24,22,25
LOC114180271,0,0,0,0,0,0
LOC114165445,0,0,0,0,0,0
LOC114165541,0,0,0,0,0,0
LOC114165495,0,0,0,0,0,2
LOC114194240,29,65,19,72,46,35
LOC114178462,34,106,87,113,130,99
LOC114182857,0,0,0,0,0,0
LOC114183439,155,235,161,208,203,228
LOC114176261,228,386,285,263,392,343
LOC114189519,0,0,0,0,0,0
LOC114175879,0,2,0,0,0,2
LOC114189530,0,0,0,0,0,0
LOC114189540,0,0,0,0,0,0
LOC114165614,0,0,0,0,0,0
LOC114162532,51,34,59,47,39,94
LOC114174519,219,330,235,272,395,475
LOC114163501,7,19,9,4,15,14
LOC114181561,0,0,0,3,0,0
LOC114189561,0,0,0,0,0,0
LOC114179185,0,0,0,0,0,0
LOC114175388,0,2,0,0,0,2
LOC114164597,514,667,547,586,717,1000
LOC114189569,0,0,0,0,0,0
LOC114165501,0,0,0,0,0,0
LOC114165457,2,12,4,4,8,6
LOC114180428,0,0,0,0,0,0
LOC114180789,10,20,20,26,34,20
LOC114189588,0,0,0,0,0,0
LOC114189596,0,0,0,0,0,0
LOC114189605,0,0,0,0,0,0
LOC114180867,4,2,6,10,3,2
LOC114179464,831,1685,1138,1077,1239,1246
LOC114173916,15,28,15,23,27,51
LOC114163697,0,0,0,0,0,0
LOC114165262,0,0,0,0,0,0
LOC114189636,0,0,0,0,0,0
LOC114163616,0,0,0,0,0,0
LOC114165294,0,0,0,0,0,0
LOC114189644,0,0,0,0,0,0
LOC114189651,0,0,0,0,0,0
LOC114163503,0,0,0,0,0,0
LOC114175900,0,0,0,0,0,0
LOC114176831,32,34,24,33,39,45
LOC114165334,3,2,1,3,2,2
LOC114194655,300,451,388,368,466,606
LOC114186072,1034,1269,833,1113,1682,2927
LOC114174699,2,2,0,2,4,11
LOC114170434,0,0,0,0,0,0
LOC114179272,28,43,40,47,34,52
LOC114181920,4,11,10,9,10,18
LOC114184971,177,187,147,212,213,260
LOC114192475,0,0,0,0,0,0
LOC114189685,0,0,0,0,0,0
LOC114185859,15,6,6,8,16,21
LOC114185850,65,127,99,108,146,156
LOC114188723,8,21,14,22,30,14
LOC114173802,0,2,2,2,2,4
LOC114162308,279,293,306,218,252,247
LOC114165506,1,1,1,0,2,0
TRNAR-ACG,0,0,0,0,0,0
TRNAR-ACG_1,0,0,0,0,0,0
LOC114176904,526,935,570,1444,663,418
LOC114194680,54,94,74,95,106,112
LOC114181096,389,708,467,414,511,646
LOC114195651,180,237,141,186,155,216
LOC114165459,0,0,0,0,0,0
LOC114165463,0,0,0,0,0,0
LOC114189712,0,0,0,0,0,0
LOC114173498,64,100,58,69,99,98
TRNAE-UUC,0,0,0,0,0,0
LOC114179487,0,0,0,0,0,0
LOC114194249,122,184,131,147,154,202
LOC114193765,47,78,68,78,92,138
LOC114189720,0,0,0,0,0,0
LOC114195949,45,77,40,67,79,133
LOC114189736,0,0,0,0,0,0
LOC114189743,0,0,4,4,4,0
TRNAK-UUU,0,0,0,0,0,0
TRNAK-UUU_1,0,0,0,0,0,0
LOC114165468,12,33,32,24,45,32
LOC114185653,528,678,517,630,733,1008
LOC114162158,0,0,0,0,0,0
LOC114194308,57,84,69,75,103,95
LOC114194723,10,14,34,12,22,18
LOC114185201,91,110,75,75,129,156
LOC114193824,11,0,0,2,6,22
LOC114189753,0,0,0,0,0,0
LOC114175200,31,34,36,24,50,49
LOC114183280,32,64,45,62,41,30
LOC114187259,10,6,51,11,6,18
LOC114194170,113,116,100,117,145,178
LOC114189760,0,0,0,0,2,0
LOC114195250,165,152,196,118,163,129
LOC114179596,28,35,39,41,20,64
LOC114175185,379,396,405,504,587,828
LOC114176599,16,40,20,46,45,54
LOC114195203,0,0,0,0,0,0
LOC114189792,0,0,0,0,0,0
LOC114184915,443,762,554,475,623,780
LOC114163842,168,152,206,157,161,239
LOC114174559,110,257,201,199,216,195
LOC114189806,0,0,0,0,0,0
LOC114173558,42,47,48,51,86,146
LOC114177213,42,49,19,70,119,112
LOC114164044,0,0,0,0,0,0
LOC114164038,0,0,0,0,0,0
LOC114178469,8,6,6,6,3,31
LOC114178559,0,2,4,8,4,4
LOC114189825,0,0,0,0,0,0
LOC114175863,32,38,24,15,11,6
LOC114177905,0,0,0,0,0,2
LOC114164661,0,2,2,6,0,8
LOC114189838,0,0,0,0,0,0
LOC114189845,0,0,0,0,0,0
LOC114189856,0,0,0,0,0,0
LOC114162988,84727,90627,69821,69881,70171,71859
LOC114175419,105,188,127,162,173,215
LOC114189899,0,0,0,0,0,0
LOC114189909,0,0,0,0,0,0
LOC114178142,49,101,57,40,76,48
LOC114184273,349,656,444,514,582,847
LOC114180628,0,0,2,0,0,0
LOC114191709,134,232,220,229,241,316
LOC114185182,222,352,198,243,297,350
LOC114180524,4,10,4,2,0,16
LOC114180759,0,0,0,0,0,0
LOC114165596,0,0,0,0,0,0
LOC114181075,0,0,0,0,0,0
LOC114189955,0,0,0,0,0,0
LOC114189966,0,0,0,0,0,0
LOC114189975,0,0,0,0,0,0
LOC114189986,0,0,0,0,0,0
LOC114181491,4,0,0,0,0,2
LOC114196026,134,158,210,163,219,270
LOC114173452,0,0,0,0,0,0
LOC114192059,346,435,372,244,589,716
LOC114173451,146,110,100,73,105,186
LOC114190012,0,0,0,0,0,0
LOC114173337,17,12,6,16,18,22
LOC114190025,0,0,0,0,0,0
LOC114164688,0,0,0,0,0,0
LOC114190034,0,0,0,0,0,0
LOC114190042,0,0,0,0,0,0
LOC114194335,563,1356,1063,505,557,802
LOC114180031,2,2,8,3,3,9
LOC114194575,209,298,246,303,316,376
LOC114162896,0,0,0,0,0,0
LOC114194056,16,22,14,20,38,39
LOC114184092,317,344,275,297,445,453
LOC114184152,33,19,13,17,39,11
LOC114190051,0,0,0,1,2,0
LOC114184547,378,585,596,425,353,315
LOC114184425,294,257,110,194,227,293
LOC114193681,26,28,19,10,32,42
LOC114175964,31,13,50,20,36,33
LOC114192804,326,589,493,445,439,489
LOC114181982,12,10,2,4,3,14
LOC114192565,79,113,128,123,148,161
LOC114174525,10,4,10,7,16,15
LOC114180781,46,144,40,27,10,25
LOC114186869,236,286,257,299,295,332
LOC114182515,666,1024,716,672,774,829
LOC114177174,196,176,110,200,228,434
LOC114163263,0,0,0,0,0,0
LOC114184478,204,338,245,201,318,329
LOC114188177,78,100,76,83,84,104
LOC114178653,0,0,0,0,0,0
LOC114190098,0,0,0,0,0,0
LOC114195478,3,6,6,8,2,14
LOC114195465,64,92,85,85,91,94
TRNAV-UAC,0,0,0,0,0,0
LOC114184370,40,74,35,31,28,30
LOC114177881,2,13,9,7,7,40
LOC114168486,913,1254,1065,966,1169,1245
LOC114194904,1016,1344,1422,1131,1184,1583
LOC114190118,0,0,0,0,0,0
LOC114177315,704,196,294,213,322,335
LOC114187020,4,12,26,5,4,21
LOC114162265,156,533,263,285,408,446
LOC114178566,0,6,3,6,10,8
LOC114190127,0,0,0,0,0,0
LOC114181014,233,410,298,325,409,474
LOC114181024,0,2,0,0,0,2
LOC114180696,733,989,708,802,777,943
LOC114177803,10,8,4,8,9,24
LOC114186759,60,277,70,66,88,99
LOC114190590,540,872,593,613,545,398
LOC114190130,0,0,0,0,0,0
LOC114176021,0,0,0,0,0,0
LOC114163969,85,32,26,38,38,50
LOC114195897,4,5,4,2,6,5
LOC114190140,0,0,0,0,0,0
LOC114193650,10,22,18,16,12,17
LOC114192014,0,0,0,0,0,0
LOC114178376,12,14,4,10,8,20
LOC114173810,8,6,4,2,3,10
LOC114164891,310,482,330,294,410,492
LOC114164718,287,383,301,280,376,442
LOC114180691,33,14,8,4,35,8
LOC114175277,2,0,4,0,0,2
LOC114164927,0,0,0,0,0,2
LOC114190172,0,0,0,0,0,0
LOC114190181,0,0,0,0,0,0
LOC114163143,118,153,100,92,101,144
LOC114179267,5792,5539,4253,3880,5004,11057
LOC114173867,6,12,10,0,8,14
LOC114163546,4245,15026,5413,6782,7961,8629
LOC114176699,4,0,8,0,0,4
LOC114193019,128,237,201,194,240,315
LOC114184609,47,77,70,57,78,71
LOC114192607,137,264,169,194,234,260
LOC114180606,6,4,2,4,22,39
LOC114175952,0,0,0,0,0,0
LOC114194713,103,119,91,109,128,160
LOC114191585,232,234,224,177,267,326
LOC114190198,0,0,0,0,1,4
LOC114188452,50,59,42,51,77,104
LOC114190209,0,0,0,0,0,0
LOC114194619,84,79,56,53,68,106
LOC114162821,65,124,95,102,88,132
LOC114192327,131,161,71,137,172,237
LOC114165184,0,0,0,2,0,0
LOC114190217,0,0,0,0,0,0
LOC114190228,0,0,0,0,0,0
LOC114163368,0,0,0,0,0,0
LOC114183789,269,451,304,327,432,468
LOC114163219,1,0,0,0,0,0
LOC114165451,0,0,0,0,0,0
LOC114165523,0,0,0,0,0,0
LOC114194037,48,56,36,52,72,78
LOC114186452,74,178,112,142,148,151
LOC114177605,38,42,33,32,41,35
LOC114165350,549,704,614,600,726,924
LOC114186672,333,388,369,353,338,308
LOC114163282,0,2,0,2,2,2
LOC114178145,105,93,144,107,144,177
LOC114185496,59,53,61,32,48,114
LOC114190257,0,0,0,0,0,0
LOC114176159,74,101,79,74,83,148
LOC114177590,12,2,4,8,14,12
LOC114173539,53,59,73,50,64,56
LOC114164679,0,0,0,0,0,0
LOC114194456,119,145,132,137,189,181
LOC114194935,4,6,6,2,7,11
LOC114194441,12,26,12,19,21,30
LOC114195150,0,0,0,0,0,0
LOC114192723,6,8,2,6,15,22
LOC114192739,0,0,0,0,0,0
LOC114176739,0,2,0,0,0,0
LOC114162874,0,0,0,0,0,0
LOC114174977,0,0,2,0,0,0
LOC114193549,275,409,382,367,291,311
LOC114191500,133,271,223,197,232,242
LOC114192762,383,395,331,283,331,303
LOC114173514,0,0,0,0,0,2
LOC114177709,114,132,193,151,100,119
LOC114194647,1297,1084,1117,1001,1112,1384
TRNAV-AAC,0,0,0,0,0,0
LOC114178278,54,61,82,41,72,75
LOC114190280,37,24,23,35,20,33
LOC114178539,227,273,400,302,264,363
LOC114173405,151,259,332,263,227,204
LOC114175129,64,86,58,55,102,134
LOC114175123,4,10,4,6,8,12
LOC114175136,16,36,26,35,42,45
LOC114192952,1090,1038,941,1130,945,1175
LOC114179074,269,260,234,192,221,224
LOC114162699,288,418,471,433,483,517
LOC114194297,27,13,26,21,80,43
LOC114173584,0,0,0,0,0,0
LOC114178392,0,0,0,0,0,0
LOC114190312,0,0,0,0,0,0
LOC114178619,62,32,47,26,74,39
LOC114176446,764,972,949,531,523,1218
LOC114177846,0,0,0,0,0,0
LOC114176140,0,2,0,0,0,0
LOC114190337,0,0,0,0,0,0
LOC114189547,801,1907,1562,1497,1575,1373
LOC114180169,275,377,303,304,436,500
LOC114190371,0,0,0,0,0,0
LOC114190379,1,0,0,0,0,0
LOC114176543,87,85,96,63,108,128
LOC114194920,186,217,153,212,223,207
LOC114164359,0,0,0,0,0,0
LOC114165589,0,0,0,0,0,0
LOC114181949,105,133,142,111,128,124
LOC114183705,157,173,152,174,195,214
LOC114183730,20,12,55,12,35,45
LOC114183714,98,168,148,115,167,138
LOC114190400,0,0,0,0,0,0
LOC114183735,281,437,311,270,481,630
LOC114190408,0,0,0,0,0,0
LOC114190415,0,0,0,0,0,0
LOC114178427,19,17,22,34,37,43
TRNAS-GCU_1,0,0,0,0,0,0
LOC114176425,0,0,0,0,7,0
LOC114178172,50,56,67,65,58,85
LOC114185350,407,470,484,463,555,620
LOC114195979,302,575,535,426,610,561
LOC114193672,38,56,68,51,81,129
LOC114194561,989,1493,970,1076,1331,1624
LOC114190432,0,0,0,0,0,0
LOC114176113,274,411,445,417,399,394
LOC114190439,40,103,72,60,60,47
LOC114179957,1214,1726,1456,1342,1452,1148
LOC114191213,11,0,1,4,10,4
LOC114173895,0,0,0,0,0,0
LOC114168410,101,155,93,126,180,161
LOC114173988,19453,19296,16706,19863,14172,12742
LOC114173996,11,18,19,30,15,14
LOC114163573,0,0,0,0,0,0
LOC114182574,153,230,207,216,241,274
LOC114184748,168,225,174,188,265,316
LOC114190447,8,17,25,13,22,33
LOC114186203,200,263,279,264,259,234
LOC114190462,0,0,0,0,0,0
LOC114187996,2,0,1,2,2,3
LOC114195067,0,2,4,4,2,0
LOC114195046,34,39,60,37,50,75
LOC114195060,1330,1179,1072,976,832,880
LOC114190470,0,0,0,0,0,0
LOC114194999,256,241,286,295,230,310
LOC114195053,45,25,12,44,45,64
LOC114195031,19,23,11,21,24,30
LOC114173230,74,61,55,40,91,94
LOC114177372,502,516,477,678,743,960
LOC114162586,38,35,24,38,34,130
LOC114163688,649,636,539,755,833,1331
LOC114190480,0,0,0,0,0,0
LOC114183051,151,144,143,178,173,229
LOC114183042,686,916,810,763,872,879
LOC114187175,83,66,74,65,78,121
LOC114183001,63,88,86,126,92,157
LOC114186363,24,24,20,18,32,41
LOC114186352,674,768,704,511,727,1270
LOC114162672,30,0,0,0,54,0
LOC114181976,345,300,436,405,274,186
LOC114162446,471,1055,337,520,604,669
LOC114164028,212,268,305,229,213,175
LOC114195610,124,185,182,140,146,183
LOC114195627,0,0,0,0,0,0
LOC114194415,6,2,2,2,8,16
LOC114190486,0,0,0,0,0,4
LOC114178862,442,333,273,382,247,227
LOC114195209,383,359,319,269,277,339
LOC114179782,29,88,61,78,72,102
LOC114185619,576,1175,908,856,962,988
LOC114192576,81,102,135,122,125,127
LOC114187092,119,133,108,146,129,197
LOC114175691,4,2,4,4,0,0
LOC114181180,0,0,0,0,0,0
LOC114192585,26,10,20,16,21,18
LOC114165631,0,0,0,0,0,0
LOC114192356,164,125,116,87,178,188
LOC114181284,0,0,0,0,0,0
LOC114163410,563,490,467,527,540,439
LOC114173691,6,6,0,14,6,8
LOC114162904,88,113,99,66,108,147
LOC114185241,103,134,137,208,85,151
LOC114185257,6,5,0,8,5,6
LOC114185264,110,111,112,162,213,371
LOC114191544,76,82,51,85,103,89
LOC114164391,0,0,0,0,0,0
LOC114174445,36,31,39,24,20,37
LOC114164432,38,62,39,58,73,98
LOC114183168,283,572,506,476,417,415
LOC114164152,133,225,176,189,230,255
LOC114184890,12,39,28,19,16,34
LOC114195486,256,253,250,279,289,519
LOC114184130,135,212,228,172,150,220
LOC114165017,0,0,0,0,0,0
LOC114177736,0,0,0,0,0,0
LOC114190503,0,0,0,0,0,0
LOC114179820,0,0,0,0,0,0
LOC114163653,0,0,0,0,0,0
LOC114185813,116,91,68,105,104,145
LOC114177352,28,80,32,36,28,38
LOC114195196,589,510,572,633,536,645
LOC114165290,28,24,40,36,36,52
LOC114180918,600,1061,818,774,846,1127
LOC114181407,115,100,48,105,130,226
LOC114190520,0,0,0,0,0,0
LOC114195429,0,4,2,3,0,4
LOC114181880,0,0,2,0,0,0
LOC114186821,8206,12881,9544,8354,8793,7665
TRNAT-AGU,0,0,0,0,0,0
TRNAT-AGU_1,0,0,0,0,0,0
LOC114181313,57,126,52,55,87,55
LOC114194787,134,259,205,230,218,246
LOC114191752,1115,1405,951,766,1020,1306
LOC114173456,39,37,38,32,112,80
LOC114175872,189,262,227,159,326,616
LOC114165301,0,0,0,0,0,0
LOC114190525,0,0,0,0,0,1
LOC114177079,103,93,76,111,108,90
LOC114177274,18,16,28,16,31,32
LOC114176595,41,30,46,40,32,34
LOC114182339,186,351,259,272,276,336
LOC114182329,273,385,238,249,368,415
LOC114178548,219,133,123,177,226,232
LOC114191375,189,262,242,241,275,340
LOC114175208,406,458,377,413,518,456
LOC114165214,610,703,777,597,618,644
LOC114178830,171,133,153,85,91,118
LOC114164838,191,201,274,235,267,272
LOC114174893,1279,2384,2540,1809,2683,2662
LOC114178106,0,0,0,4,2,0
LOC114178787,0,0,0,2,0,3
LOC114178180,258,378,354,372,327,884
LOC114183429,47,76,40,109,61,31
LOC114177366,11,47,47,29,50,52
LOC114192617,178,174,151,221,190,231
LOC114193903,0,0,0,0,4,4
LOC114190674,0,0,0,0,0,0
LOC114190759,0,0,0,0,0,0
LOC114178624,0,0,4,2,4,0
LOC114186525,111,123,100,85,122,185
LOC114178202,256,482,361,376,342,483
LOC114178196,83,134,81,104,69,79
LOC114179539,6,6,2,8,15,28
LOC114184872,116,118,119,117,98,123
TRNAN-GUU_1,0,0,0,0,0,0
LOC114195265,37,48,57,40,48,93
LOC114192831,9,22,11,28,28,30
LOC114162640,16,4,8,8,2,14
LOC114181143,6,16,6,3,8,78
LOC114181944,0,0,0,0,0,0
LOC114178181,1,0,0,0,45,0
LOC114173390,36,49,48,67,58,132
LOC114175786,150,206,160,199,268,465
LOC114195390,8,15,12,23,26,38
LOC114195398,20,81,67,52,73,109
LOC114183653,132,127,114,143,152,174
LOC114190541,0,0,0,0,0,0
LOC114163478,0,0,0,0,0,0
LOC114189016,457,560,416,446,509,523
LOC114178031,8,12,10,4,11,39
LOC114173899,8,15,10,14,10,10
LOC114183410,0,0,0,0,0,0
LOC114177561,2,2,4,0,2,0
LOC114165583,0,0,0,0,0,0
LOC114193497,29,49,24,56,70,69
LOC114190547,0,0,0,0,0,0
LOC114190555,0,0,0,0,0,0
LOC114179347,0,2,0,0,0,0
TRNAE-UUC_1,0,0,0,0,0,0
LOC114180787,0,0,0,0,0,0
LOC114173005,551,945,615,462,827,838
LOC114177752,47,34,40,40,58,75
LOC114181013,30,69,66,64,55,45
LOC114162516,48,18,56,24,42,30
LOC114176803,6,16,18,18,14,13
LOC114173817,87,88,89,95,152,158
LOC114162360,2,2,6,4,4,23
LOC114176286,2,3,4,10,8,6
LOC114171362,56,63,28,74,61,75
LOC114181415,8,22,10,12,16,4
LOC114181030,8,6,8,14,15,48
LOC114179872,319,182,216,203,491,452
LOC114179885,2,0,2,1,0,3
LOC114173795,0,2,0,0,0,0
LOC114184876,541,734,499,695,696,1025
LOC114185997,54,58,75,88,76,78
LOC114195963,53,34,23,42,55,58
LOC114173553,32,49,25,16,46,62
LOC114184899,84,108,58,65,131,120
LOC114196061,67,106,139,112,103,153
LOC114193048,86,138,136,136,148,140
LOC114162354,118,103,137,132,122,137
LOC114173568,20220,15550,17296,19173,11502,7446
LOC114178347,18,30,18,13,3,16
LOC114178356,11,13,16,11,10,28
LOC114178363,19,35,36,38,25,43
LOC114182505,73,126,84,86,86,110
LOC114178837,2,10,0,6,8,0
LOC114164003,44,53,56,56,69,59
LOC114179662,441,595,359,493,634,754
LOC114193542,21,47,18,30,20,47
LOC114190605,2,4,2,2,2,6
LOC114191745,2,3,0,2,0,0
LOC114176631,228,270,231,268,335,358
LOC114177223,20,8,10,20,14,19
LOC114195279,2,2,4,4,0,0
LOC114162407,0,0,0,0,0,0
LOC114181713,0,0,0,0,0,0
LOC114162572,991,2106,1919,1887,1381,1313
LOC114183452,188,361,312,244,326,363
LOC114163679,509,1380,799,937,886,1333
LOC114193657,123,163,165,128,145,327
LOC114192125,53,18,44,43,118,91
LOC114193892,100,117,100,110,132,183
LOC114168235,0,0,0,0,0,0
LOC114162423,84,78,111,89,130,137
LOC114162416,105,157,190,151,125,137
LOC114186510,437,574,407,428,633,695
LOC114169071,0,0,0,0,0,0
LOC114179629,6,2,0,4,6,4
LOC114163012,25,8,26,30,38,44
LOC114171114,6,31,14,25,30,24
LOC114191336,246,254,302,254,221,310
LOC114194380,22,12,2,2,38,89
LOC114194802,0,0,0,0,0,2
LOC114196240,0,0,0,0,0,0
LOC114175637,0,0,0,0,0,0
LOC114185627,367,609,844,548,526,346
LOC114193953,56,87,92,88,57,137
LOC114193994,4,7,0,10,0,0
LOC114193961,36,49,37,44,40,56
LOC114193990,16,14,16,22,14,8
LOC114168708,137,227,308,239,265,275
LOC114177952,17,14,6,2,8,10
LOC114176370,0,0,2,0,0,0
LOC114162971,42,54,52,69,68,70
LOC114194151,0,0,4,2,8,10
LOC114186067,0,0,2,0,0,0
LOC114186058,0,0,0,0,0,0
LOC114186040,0,0,0,0,0,2
LOC114186048,0,4,4,2,2,12
LOC114176331,53,76,64,50,63,53
LOC114192013,634,664,640,746,1007,1411
LOC114192010,0,0,2,2,0,3
LOC114162753,2,2,2,6,2,4
LOC114177460,99,116,166,95,113,121
LOC114192097,94,106,98,102,106,147
LOC114183147,460,620,506,444,546,647
LOC114162808,0,0,0,0,2,0
LOC114176774,1330,668,802,1353,840,925
LOC114182060,0,2,0,0,0,0
LOC114164726,352,403,284,313,402,627
LOC114164748,8,14,23,10,6,20
LOC114173652,12,20,34,24,28,39
LOC114190655,39,35,22,34,65,69
LOC114192743,78,86,63,92,94,158
LOC114194271,2,4,0,0,4,0
LOC114174466,14,16,6,10,12,17
LOC114177463,0,12,0,0,2,2
LOC114190661,0,0,0,0,0,0
LOC114194592,7,6,6,10,9,27
LOC114184845,35,36,28,27,40,62
LOC114194329,25,12,11,18,17,19
LOC114164225,0,0,0,0,0,0
LOC114180137,0,0,0,0,0,0
LOC114174883,0,4,0,0,2,0
LOC114174864,2686,2523,2408,1792,1927,2506
LOC114176071,80,54,78,76,95,143
LOC114162398,8,4,4,0,4,4
LOC114163921,0,0,0,0,0,0
LOC114173210,425,382,431,280,424,597
LOC114196123,23,40,44,35,42,45
LOC114163854,44,74,52,66,72,64
LOC114173481,50,47,59,51,67,85
LOC114181199,0,0,0,0,2,0
